Account type,Year,Name
Lobbyist,2018,Mark Giuffre
Lobbyist,2018,Richard Mark Glassman
Lobbyist,2018,Charles Glick (Charles Group Consulting)
Lobbyist,2018,"Guy Glodis (Glodis Group LLC, The)"
Lobbyist Organisations,2018,"Glodis Group LLC, The"
Lobbyist,2018,Kristine Glynn (Glynn Associates)
Lobbyist,2018,Maureen Glynn (Murphy Donoghue Partners)
Lobbyist Organisations,2018,Glynn Associates
Lobbyist,2018,David Gmelich
Lobbyist,2018,Nicole Godaire
Lobbyist,2018,Jason J Godin (The Suffolk Group)
Lobbyist,2018,Anuj Goel
Lobbyist,2018,David Goggin
Lobbyist,2018,Aimee Golbitz
Lobbyist,2018,Paula W. Gold
Lobbyist,2018,Steven L. Goldblatt (The Suffolk Group)
Lobbyist,2018,Caitlin Marie Golden
Lobbyist Organisations,2018,"Golden West Associates, LLC"
Lobbyist,2018,Roberta Goldman
Lobbyist,2018,Nikki Claire Goldschein
Lobbyist,2018,John K. Golembeski
Lobbyist Organisations,2018,Golledge Strategies & Solutions LLC
Lobbyist,2018,"Robert W Golledge, Jr. (Golledge Strategies & Solutions LLC)"
Lobbyist,2018,Juan A. Gomez
Lobbyist,2018,Mark P Gonthier
Lobbyist,2018,Isabel Maria Gonzalez
Lobbyist,2018,Nancy Goodman
Lobbyist,2018,Abbie R Goodman
Lobbyist,2018,Christine Goonan
Lobbyist,2018,Andrew Gordon
Lobbyist,2018,Jennifer Gorke (Travaglini Eisenberg Kiley LLC)
Lobbyist,2018,Margaret Mary Gorman
Lobbyist,2018,Archie Gormley
Lobbyist,2018,Thomas Gosnell
Lobbyist,2018,Kelley Gossett
Lobbyist,2018,Andrew Richard Gottlieb
Lobbyist,2018,Ranjini Govender
Lobbyist Organisations,2018,"Government Insight Group, LLC"
Lobbyist Organisations,2018,"Government Relations Group, LLC"
Lobbyist Organisations,2018,"Governmental Strategies, Inc."
Lobbyist,2018,Kristen Gowin
Lobbyist,2018,Eric S Graber-Lopez
Lobbyist,2018,William J Graham
Lobbyist,2018,Paul C. Graml
Lobbyist,2018,Karen Granoff
Lobbyist,2018,Andrea Grant (DLA Piper LLP)
Lobbyist,2018,Joseph M Grant (Grant Associates)
Lobbyist,2018,Sira Grant (Smith Costello & Crawford)
Lobbyist,2018,"Kevin M. Grant (The Karol Group, Inc.)"
Lobbyist Organisations,2018,Grant Associates
Lobbyist,2018,Reynolds Graves (Rasky Partners)
Lobbyist,2018,Kristin Grazioso
Lobbyist,2018,"Chris Greeley (Northwind Strategies, LLC)"
Lobbyist,2018,Michael Green
Lobbyist,2018,Joshua Greenberg
Lobbyist,2018,Leonard Greene
Lobbyist,2018,lee greenwood
Lobbyist,2018,Tara Marie Gregorio
Lobbyist,2018,Michael John Gregory
Lobbyist,2018,Chris Gregory (Gregory & Associates)
Lobbyist,2018,Christopher Adair Gregory
Lobbyist Organisations,2018,Gregory & Associates
Lobbyist,2018,"Christopher Grimaldi (LCI, LLC)"
Lobbyist,2018,"Christopher Grimm (Orrick, Herrington & Sutcliffe LLP)"
Lobbyist,2018,Brian P. Grip
Lobbyist,2018,Paul Stanley Grogan
Lobbyist,2018,Jody Gross
Lobbyist,2018,Harris L Gruman
Lobbyist,2018,Amy M Grunder
Lobbyist Organisations,2018,GS PUBLIC STRATEGIES LLC
Lobbyist,2018,Alejandro Guardiola
Lobbyist,2018,David Guarino (Melwood Global)
Lobbyist,2018,Maurice Guernon
Lobbyist,2018,Stephanie Marie Gunselman
Lobbyist,2018,Lisa Gurgone
Lobbyist,2018,Ilan Weiner Gutherz
Lobbyist,2018,Kristin Ayers Haas
Lobbyist,2018,Stephen Alan Habbe
Lobbyist,2018,John Habib (Keegan Werlin LLP)
Lobbyist,2018,Andrew R Hackman (Serlin Haley LLP)
Lobbyist,2018,Laura Hagen
Lobbyist,2018,Christie Hager
Lobbyist,2018,"Jeffrey Haggerty (Brian S. Hickey Associates, Inc.)"
Lobbyist,2018,John Hahesy (Preti Strategies)
Lobbyist,2018,"Caroline Haigh (Philip W. Johnston Associates, LLC)"
Lobbyist,2018,Michelle Fisk Haimowitz
Lobbyist,2018,Monica Marie Halas
Lobbyist,2018,Paul R. Haley
Lobbyist,2018,Pierce J Haley (Serlin Haley LLP)
Lobbyist,2018,Rahsaan David Hall
Lobbyist,2018,Jackson C. Hall (Political Advantage LLC)
Lobbyist,2018,Kathleen Anne Hamilton
Lobbyist,2018,Brian Hampton
Lobbyist,2018,Norman J Han
Lobbyist,2018,Christopher Hancock
Lobbyist,2018,Sheila Hanley
Lobbyist,2018,Eric J. Hanly
Lobbyist,2018,Sophie Elizabeth Hansen
Lobbyist,2018,Michael C Hanson
Lobbyist,2018,Robert Harding
Lobbyist,2018,Jeffrey John Harness
Lobbyist,2018,Joshua Harrell
Lobbyist,2018,John F Harrington (New Boston Strategies Group Ltd.)
Lobbyist,2018,Morgan Day Harris
Lobbyist,2018,Deborah Harris
Lobbyist,2018,Stephanie Jane Harris
Lobbyist,2018,Vicki Harris
Lobbyist,2018,Mary Ann Hart (Hart Government Relations)
Lobbyist Organisations,2018,Hart Government Relations
Lobbyist,2018,John A Hart Jr (Nelson Mullins)
Lobbyist,2018,Scott V. Hartman
Lobbyist,2018,Matthew Harutunian
Lobbyist,2018,Meghan Hassett
Lobbyist,2018,Peter Hausmann
Lobbyist,2018,Elizabeth Raywood Hayes
Lobbyist,2018,Robert Emmet Hayes (Locke Lord Public Policy Group LLC)
Lobbyist Organisations,2018,"HCBS Solutions, LLC"
Lobbyist,2018,Martin W Healy
Lobbyist,2018,Eamon Heavey
Lobbyist,2018,"John Heffernan (McDermott, Quilty & Miller, LLP)"
Lobbyist,2018,"John F Heffernan (Park Street Strategies, LLC)"
Lobbyist,2018,Rachel Ann Heller
Lobbyist,2018,Benjamin Hellerstein
Lobbyist,2018,Scott Henderson
Lobbyist,2018,Thomas A Henderson
Lobbyist,2018,Dan Hendrick
Lobbyist,2018,William H Henning
Lobbyist,2018,Elizabeth Henry
Lobbyist,2018,Noel Francis Henry
Lobbyist,2018,Jonathan Herczeg
Lobbyist,2018,"Carolina Heredia (Philip W. Johnston Associates, LLC)"
Lobbyist,2018,Matthew Hartell Herndon
Lobbyist,2018,Jennifer A Herz
Lobbyist,2018,Megan Marie Herzog
Lobbyist,2018,Karen Heymann
Lobbyist,2018,"Brian S. Hickey (Brian S. Hickey Associates, Inc.)"
Lobbyist,2018,"Tommy Hickey (Brian S. Hickey Associates, Inc.)"
Lobbyist,2018,Deron Ray Hicks
Lobbyist,2018,Sarah Higginbotham
Lobbyist,2018,Jennifer Higgins
Lobbyist,2018,Mary Clare Higgins
Lobbyist,2018,Robert Hillman
Lobbyist,2018,Debra Cammer Hines
Lobbyist,2018,Ken Hiscoe
Lobbyist,2018,Jamie David Hoag
Lobbyist,2018,Scott Hocking
Lobbyist Organisations,2018,Hodes Weill
Lobbyist,2018,Austin Hodge
Lobbyist,2018,Christian Hoepfner
Lobbyist,2018,Daniel Karl Hoffer
Lobbyist,2018,Philip Justin Hoffman
Lobbyist,2018,Kelly Hoffman
Lobbyist,2018,John Hohenwarter
Lobbyist,2018,Katherine E Holahan
Lobbyist,2018,Carol Holahan
Lobbyist,2018,Rebecca Hart Holder
Lobbyist,2018,Charles Hollins
Lobbyist,2018,Kara Lee Holmquist
Lobbyist,2018,Stew Hoover
Lobbyist,2018,Thomas Hopcroft
Lobbyist,2018,Margaret Horan (Liberty Square Group)
Lobbyist,2018,Dillon Hosier
Lobbyist,2018,Brian Houghton
Lobbyist,2018,Michael Houser
Lobbyist Organisations,2018,"Housing Partners, Inc."
Lobbyist,2018,Deidre Houtmeyers
Lobbyist,2018,Scott Hovsepian
Lobbyist,2018,Darrin Howell
Lobbyist,2018,Douglas Howgate
Lobbyist,2018,Sandra Howland
Lobbyist,2018,F. Michael Hruby
Lobbyist Organisations,2018,HSG & Associates
Lobbyist Organisations,2018,Hub Strategies
Lobbyist,2018,Melody Ann Hugo
Lobbyist,2018,"Andrew S. Hunt (Considine & Furey, LLP)"
Lobbyist,2018,James W. Hunt
Lobbyist,2018,andrew hunt (Hunt Associates)
Lobbyist Organisations,2018,Hunt Associates
Lobbyist,2018,James W. Hunt Jr.
Lobbyist,2018,Patrick J. Huntington (Massachusetts Bay Associates)
Lobbyist,2018,James P Hurrell (James P Hurrell Legislative Agent-Consultant)
Lobbyist,2018,Jon B. Hurst
Lobbyist,2018,Thomas Hyman
Lobbyist,2018,Marc Charles Hymovitz
Lobbyist,2018,Dominick M Ianno
Lobbyist,2018,Liliana Ibara
Lobbyist,2018,James W. Igoe
Lobbyist,2018,Matthew Irish (O'Neill and Associates)
Lobbyist,2018,Arline Isaacson (Isaacson Political Consulting)
Lobbyist Organisations,2018,Isaacson Political Consulting
Lobbyist,2018,Dylan Jon Isenberg
Lobbyist,2018,Katrina Iserman
Lobbyist,2018,David Keringer Ismay
Lobbyist,2018,Jennifer Jackson (Nelson Mullins)
Lobbyist,2018,Emily Jacobson
Lobbyist,2018,Paul Jacques
Lobbyist,2018,Danielle Morgan Jaffee
Lobbyist,2018,Bryan William Jamele
Lobbyist Organisations,2018,James P Hurrell Legislative Agent-Consultant
Lobbyist,2018,Elizabeth Erin Jamieson
Lobbyist,2018,Marissa Jarvis
Lobbyist,2018,Kamani D Jefferson
Lobbyist,2018,Mary Jeka
Lobbyist,2018,Arielle Jennings
Lobbyist,2018,Andrew Christopher Jennison
Lobbyist,2018,Nicolas John
Lobbyist Organisations,2018,John Coleman Walsh Associates
Lobbyist Organisations,2018,John V Fernandes
Lobbyist,2018,Eric D Johnson
Lobbyist,2018,Julia K. Johnson
Lobbyist,2018,Daniel Johnston
Lobbyist,2018,"Philip W. Johnston (Philip W. Johnston Associates, LLC)"
Lobbyist,2018,Paul Jones
Lobbyist,2018,Colin Alexander Jones
Lobbyist,2018,"Jocelyn Baker Jones (Segal Roitman, LLP)"
Lobbyist,2018,"Hugh R Jones, III (21c, LLC)"
Lobbyist,2018,Ben Josephson (O'Neill and Associates)
Lobbyist,2018,Thomas M Joyce (Joyce & Joyce)
Lobbyist,2018,Stephen Joyce
Lobbyist Organisations,2018,Joyce & Joyce
Lobbyist,2018,Richard Juang
Lobbyist,2018,Daniel R. Judson
Lobbyist,2018,Erik Daniel Jung
Lobbyist Organisations,2018,K Courtney and Associates
Lobbyist,2018,Andrew L Kalloch
Lobbyist,2018,Michael Williame Kane
Lobbyist,2018,Michael F. Kane
Lobbyist,2018,John D. Kania
Lobbyist,2018,Gary Kaplan
Lobbyist,2018,"Andrew O. Kaplan (Pierce Atwood, LLP)"
Lobbyist,2018,Rachel Kaprielian
Lobbyist,2018,"Stephen J. Karol (The Karol Group, Inc.)"
Lobbyist,2018,Jamie W Katz
Lobbyist,2018,Michael Katzman
Lobbyist,2018,Rebekah Kay
Lobbyist,2018,Mary Kaysen
Lobbyist,2018,Thomas J Keady
Lobbyist,2018,Chris Kealey
Lobbyist,2018,"Dennis J. Kearney (Kearney Donovan & McGee, P.C.)"
Lobbyist,2018,Ryan C Kearney
Lobbyist Organisations,2018,"Kearney Donovan & McGee, P.C."
Lobbyist Organisations,2018,Keegan Werlin LLP
Lobbyist,2018,Daniel F. Keenan
Lobbyist,2018,Donald Ray Keeran
Lobbyist,2018,Jeffrey Keilson
Lobbyist,2018,"Savannah L Kelleher (ADS Ventures, Inc.)"
Lobbyist,2018,Kristin Tara Kelleher
Lobbyist,2018,Patricia Marie Kelleher
Lobbyist,2018,Savannah Kelleher (Tremont Strategies Group)
Lobbyist,2018,"William A. Kelley, Jr."
Lobbyist,2018,A Clare Kelly (Clare Kelly LLc)
Lobbyist,2018,Colin Kelly
Lobbyist,2018,William Kennedy (Nutter McClennen & Fish)
Lobbyist,2018,Christopher Kent
Lobbyist,2018,Brendan Keogh
Lobbyist,2018,"Christopher Keohan (CK Strategies, LLC)"
Lobbyist,2018,Ronald J Keohan
Lobbyist,2018,Katherine Keough
Lobbyist,2018,Donald Eugene Kerns
Lobbyist,2018,Meryl Kessler
Lobbyist,2018,Matthew Keswick (Duane Morris Government Strategies)
Lobbyist,2018,Matthew Keswick (Keswick Consulting)
Lobbyist Organisations,2018,Keswick Consulting
Lobbyist,2018,William John Ketzer
Lobbyist,2018,Merissa Khachigian
Lobbyist,2018,Michelle Kielty
Lobbyist,2018,Kevin F Kiley
Lobbyist,2018,John Killam
Lobbyist,2018,Kathryn F. Killory
Lobbyist,2018,Timothy King
Lobbyist,2018,Sean C. King
Lobbyist,2018,Glenn B Kingsbury
Lobbyist,2018,Melinda Poore Kinney
Lobbyist,2018,Erik Kirkhorn
Lobbyist,2018,Bennett Klein
Lobbyist,2018,Hannah Klein
Lobbyist,2018,James Francis Klocke
Lobbyist,2018,Michael R. Knapik
Lobbyist,2018,Timothy Knapp
Lobbyist,2018,Peter N Kochansky (GS PUBLIC STRATEGIES LLC)
Lobbyist,2018,Deborah T Kochevar
Lobbyist,2018,Christopher S Koczela (Quinn and Morris)
Lobbyist,2018,Karen Anderson Koller
Lobbyist,2018,Shawn Konary
Lobbyist,2018,Tracie Ann Konopinski
Lobbyist,2018,Glenn Stephen Koocher
Lobbyist,2018,Adam Kopp
Lobbyist,2018,Jason Korb
Lobbyist,2018,Philip Korman
Lobbyist,2018,Laura Anne Kortebein
Lobbyist,2018,Robert Kostka
Lobbyist,2018,Dara K Kovel
Lobbyist,2018,"Linda Ann Kowalski (Kowalski Group, LLC)"
Lobbyist Organisations,2018,"Kowalski Group, LLC"
Lobbyist,2018,Brad A. Kramer
Lobbyist,2018,Robert Kraus (Kraus & Hummel LLP)
Lobbyist Organisations,2018,Kraus & Hummel LLP
Lobbyist,2018,Jayne Marie Kresac
Lobbyist,2018,Joseph Kriesberg
Lobbyist,2018,Jake Krilovich
Lobbyist,2018,Joshua Krintzman
Lobbyist,2018,James Andrew Kruidenier
Lobbyist,2018,"Jeremy Kudon (Orrick, Herrington & Sutcliffe LLP)"
Lobbyist,2018,Abhidnya Milind Kurve
Lobbyist,2018,Nathan W L'Etoile
Lobbyist,2018,Peter Hooper LaFontaine
Lobbyist,2018,David Charles Lakeman
Lobbyist,2018,lisa lambert
Lobbyist,2018,Mark Lambert
Lobbyist,2018,Julia Landau
Lobbyist,2018,Patrick Francis Landers
Lobbyist,2018,Wendy Landman
Lobbyist,2018,Linda L. Landry
Lobbyist,2018,"Jane Lane (Philip W. Johnston Associates, LLC)"
Lobbyist,2018,Ronald Wayne Lanton
Lobbyist,2018,Danielle LaRiviere
Lobbyist,2018,Paul V Larkham
Lobbyist,2018,Joseph A. Larkin
Lobbyist,2018,Robert Andrew LaRochelle (Andover Strategic Alliances LLC)
Lobbyist,2018,Jessica Seabury Larochelle
Lobbyist,2018,Steven E Larrabee
Lobbyist,2018,Elena Lavarreda
Lobbyist,2018,Barbara Petersen Law
Lobbyist Organisations,2018,Law Office of Attorney James F McGrail
Lobbyist Organisations,2018,Law Office of Edward J Smith
Lobbyist Organisations,2018,"Law Office of Edward J. Brennan, Jr"
Lobbyist Organisations,2018,Law Office of Eugene R. Curry
Lobbyist Organisations,2018,Law Office of Robert Ambrogi
Lobbyist,2018,Leslie Ann Lawrence
Lobbyist Organisations,2018,"LCI, LLC"
Lobbyist,2018,Ed Leahy
Lobbyist,2018,James Leahy (Liberty Square Group)
Lobbyist,2018,Elizabeth Ann Leahy
Lobbyist,2018,Meghan Leahy
Lobbyist,2018,Alison Leary
Lobbyist,2018,James B Leary
Lobbyist,2018,Denis Leary
Lobbyist,2018,Joe Leavey
Lobbyist,2018,Stacia Leavitt
Lobbyist,2018,Mark Ernest LeBel
Lobbyist,2018,Ingrid Lebert
Lobbyist,2018,Matthew LeBlanc
Lobbyist,2018,Paul LeBlanc
Lobbyist,2018,Matthew B. LeBretton
Lobbyist,2018,Tyrek Lee
Lobbyist,2018,Katherine Lee
Lobbyist,2018,Amanda Lee
Lobbyist,2018,Brian P. Lees (Brian P. Lees)
Lobbyist,2018,Brian P. Lees (Travaglini Eisenberg Kiley LLC)
Lobbyist,2018,Hannah Legerton
Lobbyist,2018,Brian Lehtinen
Lobbyist,2018,Eric Leigh
Lobbyist,2018,Leighann Carol Lenti
Lobbyist,2018,Matthew Lenz
Lobbyist,2018,Dennis Leonard
Lobbyist,2018,Charles Lerner
Lobbyist,2018,Andre Leroux
Lobbyist,2018,Timothy Evans Leshan
Lobbyist,2018,"Nathan W LEtoile (Star Strategies, LLC)"
Lobbyist,2018,Maria Elena Letona
Lobbyist,2018,Jennifer Levi
Lobbyist,2018,Anne L. Levine
Lobbyist,2018,Emily K Levine
Lobbyist,2018,Sam Levy
Lobbyist,2018,Maryanne Lewis (Maryanne Lewis Attorney At Law)
Lobbyist,2018,Kristin Lewis
Lobbyist,2018,Hai-Gi Li
Lobbyist,2018,Ruth J Liberman
Lobbyist Organisations,2018,Liberty Square Group
Lobbyist,2018,Robert Anthony Likins III
Lobbyist,2018,Emily KR Lilienthal (AKA Emily Ruddock)
Lobbyist,2018,John Linehan
Lobbyist,2018,Samantha Leigh Hall Linnehan
Lobbyist,2018,Natalie Frawley Litton
Lobbyist,2018,Andrew Livingston
Lobbyist Organisations,2018,Locke Lord Public Policy Group LLC
Lobbyist,2018,Mary Lombos
Lobbyist,2018,Mickey Long (Mickey Long)
Lobbyist,2018,Stephen Kennedy Long
Lobbyist,2018,Linda Carre Looft
Lobbyist,2018,W. Stuart Loosemore
Lobbyist,2018,Richard C Lord
Lobbyist,2018,Nancy J Lorenz
Lobbyist,2018,Kolin Loveless
Lobbyist,2018,Stephanie Lovell
Lobbyist,2018,Ariela Lovett
Lobbyist,2018,Kate Lowenstein
Lobbyist,2018,Anna P. Lucey
Lobbyist,2018,"Anna P. Lucey (Dempsey, Lucey & Associates)"
Lobbyist,2018,Roxana Lund
Lobbyist,2018,Cynthia A Luppi
Lobbyist,2018,Bob Luz
Lobbyist,2018,Martin Dagoberto Lydgate Driggs
Lobbyist,2018,"Richard J. Lyman (ML Strategies, LLC)"
Lobbyist,2018,Joseph Robert Lynch
Lobbyist,2018,William Lynch
Lobbyist,2018,"Patricia Ann Lynch (Lynch & Fierro LLP, Counsellors At Law)"
Lobbyist,2018,"Anne Lynch (Lynch Associates, Inc.)"
Lobbyist Organisations,2018,"Lynch & Fierro LLP, Counsellors At Law"
Lobbyist Organisations,2018,"Lynch Associates, Inc."
Lobbyist,2018,Jane Lynch-Gilbert
Lobbyist,2018,Coleman Lynds (Rasky Partners)
Lobbyist,2018,Dennis G Lyons (DGL Healthcare Consulting)
Lobbyist,2018,Bradley MacDougall
Lobbyist,2018,Jennifer MacDougall
Lobbyist,2018,James Michael Machado
Lobbyist,2018,Peter MacKinnon
Lobbyist,2018,"Richard MacKinnon, Jr."
Lobbyist,2018,Eustacia Reidy MacNaught
Lobbyist,2018,Peter M. Macy
Lobbyist,2018,Jamy B Madeja (Buchanan & Associates)
Lobbyist,2018,Barbara Madeloni
Lobbyist,2018,Mary Morris Maguire
Lobbyist,2018,Charles T. Maguire
Lobbyist,2018,Tom Maguire
Lobbyist,2018,Maureen Mahoney
Lobbyist,2018,Keith Andrew Mahoney
Lobbyist,2018,Jeffrey Mahoney
Lobbyist Organisations,2018,Maine Street Solutions
Lobbyist,2018,Katherine Mainzer (The Strategy Group)
Lobbyist,2018,James V Major
Lobbyist,2018,Nicol Malas
Lobbyist,2018,"William Malloy (The Malloy Group, Inc.)"
Lobbyist,2018,Molly Theresa Maloney
Lobbyist,2018,Juliana Jones Mandell
Lobbyist,2018,Sathyaprya Mandjiny
Lobbyist,2018,Thomas P. Mangan (Smith Costello & Crawford)
Lobbyist,2018,Marie Manis
Lobbyist,2018,Daniel S Manning
Lobbyist,2018,Kati Mapa
Lobbyist,2018,Francis G MARA (Mara Associates)
Lobbyist Organisations,2018,Mara Associates
Lobbyist,2018,Rafael Harri Mares
Lobbyist,2018,Elana Margolis
Lobbyist,2018,"Matthew Mariano (Dewey Square Group, LLC)"
Lobbyist,2018,Laura M Marlin (Capitol Consulting)
Lobbyist,2018,Richard i Marlin
Lobbyist,2018,Carol Martel
Lobbyist,2018,Adam Tyler Martignetti
Lobbyist,2018,Nicholas Gradney Martin
Lobbyist,2018,Daniel Joseph Martin
Lobbyist,2018,Rob Martin
Lobbyist,2018,DAVID R MARTIN
Lobbyist Organisations,2018,"Marty Walz and Associates, Inc."
Lobbyist,2018,Adam Marx
Lobbyist Organisations,2018,Maryanne Lewis Attorney At Law
Lobbyist Organisations,2018,Massachusetts Bay Associates
Lobbyist Organisations,2018,"Massachusetts Technology Group, Ltd."
Lobbyist,2018,Sam Matson
Lobbyist,2018,Lee Matsueda
Lobbyist,2018,David Matteodo
Lobbyist,2018,Paul Francis Matthews
Lobbyist,2018,Alicia Matthews
Lobbyist,2018,Erica Mattison
Lobbyist,2018,Benjamin Mays
Lobbyist,2018,Robin McAdam
Lobbyist,2018,Eileen P. McAnneny
Lobbyist,2018,Angela Marie McCabe
Lobbyist,2018,Maura McCaffrey
Lobbyist,2018,James Bryan McCaffrey
Lobbyist,2018,Robert J McCarron
Lobbyist,2018,John McCarthy
Lobbyist,2018,Robert B McCarthy
Lobbyist,2018,"Patricia E. McCarthy (William F. Coyne, Jr., Esq. P.C.)"
Lobbyist,2018,Virginia A McCarthy
Lobbyist,2018,"Michael W. McCary (Buoniconti & McCary, LLC)"
Lobbyist,2018,Paul McClory
Lobbyist,2018,Lindsay McCluskey
Lobbyist,2018,Kaitlin Mary McColgan
Lobbyist,2018,"Michael J McCormack (MJM Consulting, LLC)"
Lobbyist,2018,Benjamin McCoy
Lobbyist,2018,"Terence P. McDermott (McDermott, Quilty & Miller, LLP)"
Lobbyist,2018,"William P. McDermott (McDermott, Quilty & Miller, LLP)"
Lobbyist,2018,Christopher McDermott
Lobbyist Organisations,2018,"McDermott, Quilty & Miller, LLP"
Lobbyist,2018,michael joseph mcdevitt (michael j. mcdevitt)
Lobbyist,2018,Michael McDonagh
Lobbyist,2018,Mark McDonald
Lobbyist,2018,James E. McGaugh
Lobbyist,2018,"Michelle R. McGee (Kearney Donovan & McGee, P.C.)"
Lobbyist,2018,Mary Alicia McGeown
Lobbyist,2018,Dorothy Ann McGlincy
Lobbyist,2018,Colleen McGlynn (Brown Rudnick LLP)
Lobbyist,2018,Diane L McGlynn (McGlynn & McGlynn)
Lobbyist,2018,John J McGlynn (McGlynn & McGlynn)
Lobbyist Organisations,2018,McGlynn & McGlynn
Lobbyist,2018,Robert McGovern
Lobbyist,2018,"James McGrail (Government Insight Group, LLC)"
Lobbyist,2018,James F McGrail (Law Office of Attorney James F McGrail)
Lobbyist,2018,Raymond F McGrath
Lobbyist Organisations,2018,McGuireWoods Consulting
Lobbyist,2018,Daniel McHale
Lobbyist,2018,Maureen McInerney
Lobbyist,2018,Johnny McInnis
Lobbyist,2018,Kate McKeever
Lobbyist,2018,thomas m mckeever
Lobbyist,2018,"Matthew McKenna (Lynch Associates, Inc.)"
Lobbyist,2018,"Autumn McLaughlin (Northwind Strategies, LLC)"
Lobbyist,2018,Jeffrey A. McLynch
Lobbyist,2018,Joyce A McMahon
Lobbyist,2018,Robert McMullan
Lobbyist,2018,Patricia B McMullin
Lobbyist,2018,Jean G McMurray
Lobbyist,2018,James Joseph McNeil
Lobbyist,2018,"Tom McShane (Dewey Square Group, LLC)"
Lobbyist,2018,Cynthia Mead
Lobbyist,2018,Ellen Murphy Meehan (Ellen Murphy & Associates)
Lobbyist,2018,Kate Megan
Lobbyist,2018,Robert A. Mellion
Lobbyist,2018,Tammy Marie Mello
Lobbyist Organisations,2018,Melwood Global
Lobbyist,2018,Kymberly Messersmith
Lobbyist,2018,Tonja Mettlach
Lobbyist,2018,Naomi Anna Meyer
Lobbyist,2018,Lisa Meyer (Preti Strategies)
Lobbyist,2018,Tom Meyers
Lobbyist Organisations,2018,michael j. mcdevitt
Lobbyist Organisations,2018,"michael muse,attorney at law"
Lobbyist,2018,Emily Michalakes
Lobbyist Organisations,2018,Mickey Long
Lobbyist,2018,Timothy Miley
Lobbyist,2018,Kevin George Miller
Lobbyist,2018,Claire Miller (Claire B. W Miller)
Lobbyist,2018,Heather Ann Miller
Lobbyist,2018,Molly Miller
Lobbyist,2018,"Steven V. Miller (McDermott, Quilty & Miller, LLP)"
Lobbyist,2018,Eva A Millona
Lobbyist,2018,Timothy Patrick Minahan
Lobbyist,2018,alfred andrew minahan (minahan strategic solutions)
Lobbyist,2018,Alfred Minahan (Preti Strategies)
Lobbyist Organisations,2018,minahan strategic solutions
Lobbyist,2018,Matthew J. Mincieli
Lobbyist,2018,Manuela Misiak
Lobbyist,2018,Bradley Charles Mitchell
Lobbyist,2018,Lindsay Rose Mitnik
Lobbyist,2018,Nicholas T. Mitropoulos (Travaglini Eisenberg Kiley LLC)
Lobbyist,2018,Beverly Miyares
Lobbyist Organisations,2018,"MJM Consulting, LLC"
Lobbyist Organisations,2018,"ML Strategies, LLC"
Lobbyist,2018,Jerold Mogul
Lobbyist,2018,Vickash Shyamsunder Mohanka
Lobbyist,2018,Mary Ellen Molloy
Lobbyist,2018,"Mark Molloy (Lynch Associates, Inc.)"
Lobbyist,2018,Stephen Molodetz
Lobbyist,2018,Michael E Moloney
Lobbyist,2018,Brian Anthony Moloney
Lobbyist,2018,Joseph Monitto
Lobbyist,2018,"Loren Monroe (BGR Government Affairs, LLC)"
Lobbyist,2018,Lenore Montanaro
Lobbyist,2018,Aaron Montano
Lobbyist,2018,Joseph Montano
Lobbyist,2018,Kevin Monteiro
Lobbyist,2018,Galen Moran Mook
Lobbyist,2018,Alexander Woodrow Moore
Lobbyist,2018,"Dianne Morad (Neponset Strategies, LLP)"
Lobbyist,2018,Deanna E Moran
Lobbyist,2018,Elizabeth J. Moroney
Lobbyist,2018,Michael Morris (Beacon Strategies Group LLC)
Lobbyist,2018,Jeff Morris
Lobbyist,2018,James T Morris (Quinn and Morris)
Lobbyist,2018,Mike Morris (Rasky Partners)
Lobbyist,2018,Michael Morris (Tremont Strategies Group)
Lobbyist,2018,Robert Morrison
Lobbyist,2018,Leigh Morrissey
Lobbyist,2018,Sean Michael Morrissey (Card and Associates)
Lobbyist,2018,Matthew A. Morrissey
Lobbyist,2018,"Sean M. Morrissey (Morrissey & Associates, LLC)"
Lobbyist Organisations,2018,"Morrissey & Associates, LLC"
Lobbyist,2018,Margaret L. Morton
Lobbyist,2018,Samantha Jane Morton
Lobbyist,2018,Dan Moyer
Lobbyist,2018,Patrick J. Moynihan (Patrick Moynihan & Associates LLC)
Lobbyist,2018,"Sean P. Moynihan (The Moynihan Group, LLC)"
Lobbyist,2018,Dan Muldoon
Lobbyist,2018,William Mullen
Lobbyist,2018,Elizabeth A Mullen (McGlynn & McGlynn)
Lobbyist,2018,"Mary Ann Mulligan (Governmental Strategies, Inc.)"
Lobbyist,2018,Rachel Lynne Mulroy
Lobbyist,2018,"Kevin Mulvey (Dewey Square Group, LLC)"
Lobbyist,2018,Daniel S Mumbauer
Lobbyist,2018,Jacob Townsend Munroe
Lobbyist,2018,Daniel John Murphy
Lobbyist,2018,William Murphy
Lobbyist,2018,Elizabeth Marie Murphy
Lobbyist,2018,John P. Murphy
Lobbyist,2018,Elizabeth Jayne Murphy
Lobbyist,2018,Dennis Michael Murphy (Ventry Associates LLP)
Lobbyist Organisations,2018,Murphy Donoghue Partners
Lobbyist,2018,John Patrick Murphy Jr
Lobbyist,2018,"John E. Murphy, Jr. (Murphy Donoghue Partners)"
Lobbyist,2018,Therese Murray (Rasky Partners)
Lobbyist,2018,Timothy P. Murray
Lobbyist,2018,"michael muse (michael muse,attorney at law)"
Lobbyist,2018,"michael muse (michael muse,attorney at law)"
Lobbyist,2018,Rushda Mustafa
