Account type,Year,Name
Lobbyist,2016,John Nelson
Lobbyist Organisations,2016,Nelson Mullins
Lobbyist,2016,Francis J Nemia
Lobbyist Organisations,2016,"Neponset Strategies, LLP"
Lobbyist,2016,Nickey Nesbeth
Lobbyist Organisations,2016,New Boston Strategies Group Ltd
Lobbyist,2016,Joseph Newman
Lobbyist,2016,"David Eric Newman (The Strategy Group, Inc.)"
Lobbyist,2016,Jeremy Newtson
Lobbyist,2016,Patricia Lynn Nicholas
Lobbyist,2016,David Nichols
Lobbyist,2016,Christopher Niles (O'Neill and Associates)
Lobbyist,2016,Carl Anders Nilsson (FIeld First)
Lobbyist Organisations,2016,Nixon Peabody LLP
Lobbyist,2016,Margaret M. Nolan
Lobbyist,2016,Gregg P Nolan (The Nolan Group)
Lobbyist,2016,Linda M Noonan
Lobbyist,2016,Jonathan Norman
Lobbyist,2016,Albert Henry Norman
Lobbyist Organisations,2016,Northbridge Environmental Management Consultants
Lobbyist,2016,Wendy Northcross Northcross
Lobbyist Organisations,2016,Northeast Solar
Lobbyist,2016,Stephen James Northrup (Rampy Northrup LLC)
Lobbyist Organisations,2016,"Northwind Strategies, LLC"
Lobbyist,2016,Emily Norton
Lobbyist,2016,Jed M Nosal (Brown Rudnick LLP)
Lobbyist,2016,Matthew James Noyes
Lobbyist,2016,John Nunnari
Lobbyist Organisations,2016,Nutter McClennen & Fish LLP
Lobbyist,2016,"Neil T. O'Brien (Brian S. Hickey Associates, Inc.)"
Lobbyist,2016,Joseph O'Brien
Lobbyist,2016,Kevin Patrick O'Brien
Lobbyist,2016,Maureen O'Brien
Lobbyist,2016,Francis C. O'Brien
Lobbyist,2016,"Daniel P. O'Brien (The Brennan Group, Inc.)"
Lobbyist,2016,Susan Silver O'Connor
Lobbyist,2016,Carolyn O'Connor
Lobbyist,2016,Eileen O'Connor (Keyser Public Strategies)
Lobbyist,2016,"David L. O'Connor (ML Strategies, LLC)"
Lobbyist,2016,Richard J O'Connor (Nixon Peabody LLP)
Lobbyist,2016,Tara J O'Donnell (Murphy Donoghue Partners)
Lobbyist,2016,Robert Francis O'Koniewski
Lobbyist,2016,Amy O'Leary
Lobbyist,2016,Shelly O'Neill (O'Neill and Associates)
Lobbyist,2016,Thomas O'Neill (O'Neill and Associates)
Lobbyist Organisations,2016,O'Neill and Associates
Lobbyist,2016,Michael D. O'Reilly
Lobbyist,2016,"Elaine O'Reilly (Governmental Strategies, Inc.)"
Lobbyist,2016,Mark O'Rourke
Lobbyist,2016,Pamela O'Sulivan
Lobbyist,2016,"Edward E O'Sullivan (Capital Associates, Inc.)"
Lobbyist,2016,Paul J. O'Sullivan (O'Sullivan & Associates)
Lobbyist,2016,Paul J. O'Sullivan (The Delahunt Group)
Lobbyist Organisations,2016,O'Sullivan & Associates
Lobbyist,2016,"Stacey A Ober (Craven & Ober Policy Strategiists, LLC)"
Lobbyist,2016,Michael Vincent OBrien
Lobbyist Organisations,2016,OFFICES OF GERARD D'AMICO
Lobbyist,2016,Robert J Oftring Jr.
Lobbyist,2016,Erin Bernadette OLeary
Lobbyist,2016,"Robert A. Olson (R. Olson Law Office, PLLC)"
Lobbyist,2016,James J Oppedisano
Lobbyist,2016,Linda Orel Orel
Lobbyist,2016,Francis Orlando
Lobbyist,2016,Joseph Oros
Lobbyist,2016,Jeannette M Orsino
Lobbyist,2016,Keith S Osburn
Lobbyist Organisations,2016,"Outside In Strategies, LLC"
Lobbyist,2016,Jason Palitsch
Lobbyist,2016,Jose Palma
Lobbyist,2016,Christopher D Palmieri
Lobbyist,2016,"Oswaldo J. Palomo (ADS Ventures, Inc.)"
Lobbyist,2016,Steven Christopher Panagiotakos (Steven Panagiotakos)
Lobbyist,2016,Cate Paolino
Lobbyist,2016,Brad S Papalardo
Lobbyist,2016,Alexis Achilles Papali
Lobbyist,2016,Valerie Paric
Lobbyist,2016,Lauren Elizabeth Parisi
Lobbyist Organisations,2016,"Park Street Strategies, LLC"
Lobbyist,2016,Audra Parker
Lobbyist,2016,Stacey Parker
Lobbyist Organisations,2016,Patrick Moynihan & Associates LLC
Lobbyist,2016,Michael Patti
Lobbyist Organisations,2016,Paul E. Caron Associates
Lobbyist,2016,Andrew Paven (O'Neill and Associates)
Lobbyist,2016,Ronald Joseph Pawelski
Lobbyist,2016,Caitlin Sumner Peale Sloan
Lobbyist,2016,Kirstie Laura Pecci
Lobbyist,2016,Brandon Peck (Flywheel Government Solutions)
Lobbyist,2016,Elizabeth Marie Peck
Lobbyist,2016,Jennifer A. Pederson
Lobbyist,2016,Keith Peifer
Lobbyist,2016,Nadine Pellegrini
Lobbyist,2016,Lora M Pellegrini
Lobbyist,2016,Jeffrey Donaldson Perkins
Lobbyist,2016,Stephen Anthony Perla
Lobbyist,2016,Allyson Beth Perron Drag
Lobbyist,2016,Vincent Perrone
Lobbyist,2016,Pamela Perry
Lobbyist,2016,Ingrid Peschke
Lobbyist Organisations,2016,Peter C. McCarthy
Lobbyist Organisations,2016,"Peter T. Robertson, Attorney at Law"
Lobbyist,2016,Constance Dorothy Peters
Lobbyist,2016,David A Petraglia
Lobbyist,2016,Melissia Petro
Lobbyist,2016,"Anthony W. Petruccelli (Kearney, Donovan & McGee, P.C.)"
Lobbyist,2016,Robert Lawrence Petrucelli
Lobbyist,2016,Paul Pezzella (Dewey Square Group LLC)
Lobbyist,2016,Paul M. Pezzella (Pezzella and Company)
Lobbyist Organisations,2016,Pezzella and Company
Lobbyist,2016,Nathan Tuan Pham
Lobbyist,2016,Huong Viet Thi Phan
Lobbyist,2016,Christopher Richard Philbin
Lobbyist Organisations,2016,"Philip W. Johnston Associates, LLC"
Lobbyist,2016,Sherley Phillips
Lobbyist Organisations,2016,"Pierce Atwood, LLP"
Lobbyist,2016,Israel Pierre
Lobbyist Organisations,2016,"Pilgrim Strategies, LLC"
Lobbyist,2016,Anthony D Pini
Lobbyist,2016,Julie B. Pinkham
Lobbyist,2016,Johanne Pino
Lobbyist,2016,Geoffrey Plante
Lobbyist,2016,Thomas Knox Plihcik
Lobbyist,2016,Christy Plumer
Lobbyist Organisations,2016,"Podesta Group, Inc."
Lobbyist,2016,Christine Poff
Lobbyist,2016,Denise Poley
Lobbyist,2016,Thomas Policelli
Lobbyist Organisations,2016,Political Advantage LLC
Lobbyist,2016,Max Pomeranc
Lobbyist Organisations,2016,Potomac Communications Strategies
Lobbyist,2016,"John M. Pourbaix, Jr."
Lobbyist,2016,W David Power
Lobbyist,2016,Lonnie Austin Powers
Lobbyist Organisations,2016,Preti Strategies
Lobbyist,2016,Mark Price
Lobbyist,2016,Mary Price
Lobbyist,2016,Rebecca Pries
Lobbyist,2016,Nicholas Primpas
Lobbyist,2016,Nathan Daniel Proctor
Lobbyist,2016,Ken Pruitt
Lobbyist Organisations,2016,Public Policy Advisors
Lobbyist,2016,Elizabeth Pujolas
Lobbyist,2016,Nicholas J Puleo
Lobbyist,2016,Francis E Pullaro
Lobbyist,2016,Dana Pullman
Lobbyist,2016,Victoria Pulos
Lobbyist,2016,Anthony MAjor Puntin
Lobbyist,2016,James Quaintance
Lobbyist,2016,Brian M. Quigley (Brian M. Quigley)
Lobbyist,2016,"James Quigley (Pilgrim Strategies, LLC)"
Lobbyist,2016,Jack Quinn
Lobbyist,2016,SEIU Katherine Quinn
Lobbyist Organisations,2016,Quinn and Morris
Lobbyist,2016,Pauline L Quirion
Lobbyist Organisations,2016,"R. Olson Law Office, PLLC"
Lobbyist,2016,Amy Rabinowitz
Lobbyist,2016,Laura Radcliff
Lobbyist,2016,"Vincent James Ragucci III (ENE Strategies, LLC)"
Lobbyist Organisations,2016,RAI Services Company
Lobbyist,2016,Jeevan Ramapriya
Lobbyist Organisations,2016,Rampy Northrup LLC
Lobbyist,2016,Kevin Joseph Rasch
Lobbyist,2016,Larry Rasky (Rasky Baerlein Strategic Communications)
Lobbyist,2016,Will Rasky (Rasky Baerlein Strategic Communications)
Lobbyist Organisations,2016,Rasky Baerlein Strategic Communications
Lobbyist,2016,Henri S Rauschenbach (Rauschenbach Associates)
Lobbyist,2016,Henri S Rauschenbach (Smith and Rauschenbach)
Lobbyist Organisations,2016,Rauschenbach Associates
Lobbyist,2016,"Anthony William Ravosa (Vince Group, Inc.)"
Lobbyist,2016,Darren Reaman
Lobbyist,2016,Phil Reason
Lobbyist,2016,James P Redmond
Lobbyist,2016,Mark L. Reed
Lobbyist,2016,Diana Reed
Lobbyist,2016,John R Regan
Lobbyist,2016,James Reger
Lobbyist Organisations,2016,"Regulatory Management Counselors, PC"
Lobbyist,2016,William George Rehrey
Lobbyist,2016,Shannon A. Reilly
Lobbyist,2016,Jessica Reinhardt
Lobbyist,2016,Kathi-Anne Reinstein
Lobbyist,2016,William C. Rennie
Lobbyist,2016,"Michael P. Reynold (McGuireWoods Consulting, LLC)"
Lobbyist,2016,Mark Ribble
Lobbyist,2016,Joseph A. Ricca (Dewey Square Group LLC)
Lobbyist,2016,E. Heidi Ricci
Lobbyist,2016,Peter S Rice (DLA Piper LLP)
Lobbyist,2016,Gary Paul Richard
Lobbyist,2016,Stephanie R Richardson
Lobbyist,2016,Dean Richlin (Foley Hoag LLP)
Lobbyist,2016,Gary Riddle
Lobbyist,2016,"Charlene D. Rideout (Kearney, Donovan & McGee, P.C.)"
Lobbyist,2016,John Rimas
Lobbyist,2016,Robert A Rio
Lobbyist,2016,Ronald John Ritchie
Lobbyist,2016,Roxana Rivera
Lobbyist,2016,Louis Rizoli (Locke Lord Public Policy Group LLC)
Lobbyist Organisations,2016,Robert Finneran Consulting Services
Lobbyist Organisations,2016,Robert S. Barry Consulting
Lobbyist Organisations,2016,"Robert White Associates, Inc"
Lobbyist,2016,Michelle Ann Roberts
Lobbyist,2016,Katherine Robertson
Lobbyist,2016,John Robertson
Lobbyist,2016,"Peter T. Robertson (Peter T. Robertson, Attorney at Law)"
Lobbyist,2016,Stephen G Roche (MetroWest Chamber of Commerce)
Lobbyist,2016,"Stephen G. Roche (The Victory Group, Inc.)"
Lobbyist,2016,"Robert P Rodophele (Ferriter Scobbo & Rodophele, PC)"
Lobbyist,2016,Robert P. Rodophele (RAI Services Company)
Lobbyist,2016,Nicole Silvia Rodriguez
Lobbyist,2016,Rich Rogers
Lobbyist,2016,Kathryn Rogers
Lobbyist,2016,John Rogers
Lobbyist,2016,Nichlas Brock Romano
Lobbyist,2016,James E Rooney
Lobbyist,2016,Lindsay Ann Rooney
Lobbyist,2016,Winthrop Cole Roosevelt
Lobbyist,2016,James Roosevelt
Lobbyist,2016,Stephen Rosario
Lobbyist,2016,Carol Rose
Lobbyist,2016,"Jan Z. Rose (McDermott, Quilty & Miller, LLP)"
Lobbyist Organisations,2016,Rosewood Consulting LLC
Lobbyist,2016,Brian P. Rosman
Lobbyist,2016,Karin Ross
Lobbyist,2016,Rachel Roth
Lobbyist,2016,Katherine Roth
Lobbyist,2016,Peter H Rothstein
Lobbyist,2016,Laura Rotolo
Lobbyist,2016,Timothy Roughan
Lobbyist,2016,Kate-Marie Roycroft
Lobbyist,2016,Jerome Edward Rubin
Lobbyist,2016,"Doug Rubin (Northwind Strategies, LLC)"
Lobbyist,2016,Robert Ruddock (Locke Lord Public Policy Group LLC)
Lobbyist,2016,Deborah Ruhe
Lobbyist,2016,Wendy L. Rundle
Lobbyist,2016,Jennifer Kate Rushlow
Lobbyist,2016,"Robert R Russell (Regulatory Management Counselors, PC)"
Lobbyist,2016,Rebecca Rutenberg (The Novus Group)
Lobbyist,2016,Thomas George Ryan
Lobbyist,2016,Carolyn Christine Ryan
Lobbyist,2016,Paul Anthony Ryan
Lobbyist,2016,"Robert J. Ryan (ML Strategies, LLC)"
Lobbyist,2016,Stephen James Ryan
Lobbyist,2016,"William Ryan (Philip W. Johnston Associates, LLC)"
Lobbyist,2016,"William E. Ryan (Pilgrim Strategies, LLC)"
Lobbyist,2016,Jennifer L. Ryan
Lobbyist,2016,William E. Ryan (William E. Ryan Associates)
Lobbyist,2016,Jamie A. Sabino
Lobbyist,2016,Dan Sachs
Lobbyist,2016,Jeffrey W Sacks (Nixon Peabody LLP)
Lobbyist,2016,Stuart Saginor
Lobbyist,2016,Thomas Samoluk
Lobbyist,2016,Kevin Sanginario
Lobbyist,2016,Leo V. Sarkissian
Lobbyist,2016,john patrick Sarro
Lobbyist,2016,John R. Sasso (Advanced Strategies)
Lobbyist,2016,Aaron Saunders (Benchmark Strategies)
Lobbyist,2016,Elizabeth Douglas Saunders
Lobbyist,2016,Michael V. Saxl (Maine Street Solutions)
Lobbyist,2016,Carolyn Scafidi
Lobbyist,2016,Brian David Scales
Lobbyist,2016,Kenneth Scanzio
Lobbyist,2016,Paul Scapicchio (The Novus Group)
Lobbyist,2016,Christina Scaringe
Lobbyist,2016,Diane Marie Scherrer
Lobbyist,2016,John R. Schneider
Lobbyist,2016,Jonathan Schreiber
Lobbyist,2016,Eric Hinman Schultz
Lobbyist,2016,Allison Schumacher
Lobbyist,2016,Luc Schuster
Lobbyist,2016,Malisa Schuyler
Lobbyist,2016,Elizabeth Schwab
Lobbyist,2016,Victoria Jean Sclafani
Lobbyist,2016,Melissa Scorzoni (Nutter McClennen & Fish LLP)
Lobbyist,2016,Christian R. Scorzoni (Travaglini Eisenberg Kiley LLC)
Lobbyist,2016,Laura E. Scott
Lobbyist,2016,Jeffrey Scruggs
Lobbyist,2016,William Harold Scully
Lobbyist,2016,Scott E. Sebastian
Lobbyist,2016,Amanda Marion Sebert
Lobbyist,2016,Chelsea M Sedani
Lobbyist,2016,Matthew Robert Segal
Lobbyist,2016,David H Segal
Lobbyist Organisations,2016,"Segal Roitman, LLP"
Lobbyist,2016,"James W. Segel (ADS Ventures, Inc.)"
Lobbyist,2016,Jeffrey S Seideman
Lobbyist,2016,Matthew Selig
Lobbyist,2016,JESSICA SENEY
Lobbyist,2016,Andrea J Serlin (Serlin Haley LLP)
Lobbyist Organisations,2016,Serlin Haley LLP
Lobbyist,2016,Michael Shaldone
Lobbyist,2016,Edwin J. Shanahan
Lobbyist Organisations,2016,Shanley Fleming Boksanski & Cahill
Lobbyist,2016,Melissa Deborah Shannon
Lobbyist,2016,"David K Shapiro (Bay State Strategies Group, LLC)"
Lobbyist,2016,Sarah Shapiro
Lobbyist,2016,Peter Shattuck Shattuck
Lobbyist,2016,"Frank Shea (Bay State Strategies Group, LLC)"
Lobbyist,2016,Richard Shea
Lobbyist,2016,David Sheehan
Lobbyist,2016,Elizabeth Christine Sheehan Castro
Lobbyist,2016,Peter Shelley
Lobbyist,2016,John Sheridan
Lobbyist,2016,Elissa Nelson Sherman
Lobbyist,2016,Elizabeth Shevlin
Lobbyist,2016,Richard Sheward Sheward
Lobbyist,2016,Deborah Gail Shields
Lobbyist,2016,Patrick Shortell
Lobbyist,2016,Lauren Kelly Shryne
Lobbyist,2016,Harry none Shulman
Lobbyist,2016,Eric Gregory Shupin
Lobbyist,2016,Michael Shutley
Lobbyist,2016,"Donald J Siegel (Segal Roitman, LLP)"
Lobbyist,2016,"Marvin Siflinger (Concord Square Planning & Development, Inc.)"
Lobbyist,2016,"Marvin M Siflinger (Housing Partners, Inc.)"
Lobbyist,2016,"Stephen J. Silveira (ML Strategies, LLC)"
Lobbyist,2016,LOIS SIMON
Lobbyist,2016,Cathryn M Simon (Preti Strategies)
Lobbyist,2016,Lisa Simonetti (Hub Strategies)
Lobbyist,2016,Brad Sims
Lobbyist,2016,"Erin B. Sinclair (Considine & Furey, LLP)"
Lobbyist,2016,Marci Sindell
Lobbyist,2016,Daniel John Sinnott
Lobbyist,2016,Leslie Ann Siphers
Lobbyist,2016,Jon K Skarin
Lobbyist,2016,Brooke E. Skulley
Lobbyist,2016,Benjamin D. Slavet
Lobbyist,2016,Molly J. Slingerland (Altria Client Services LLC and its Affiliates)
Lobbyist,2016,E Michael Sloman
Lobbyist,2016,Frederick Emerson Small
Lobbyist,2016,Tamara C. Small
Lobbyist,2016,Elizabeth Smith
Lobbyist,2016,Cheryl Rebecca Smith
Lobbyist,2016,Dennis A Smith (Dennis A. Smith Associates)
Lobbyist,2016,Robert J. Smith
Lobbyist,2016,Edward J Smith (Law Office of Edward J Smith)
Lobbyist,2016,William Brooks Smith
Lobbyist,2016,Amy Smith
Lobbyist,2016,Dennis A Smith (Smith and Rauschenbach)
Lobbyist,2016,James E. Smith (Smith Costello & Crawford)
Lobbyist Organisations,2016,Smith and Rauschenbach
Lobbyist Organisations,2016,Smith Costello & Crawford
Lobbyist,2016,Nichole Rose Snow
Lobbyist,2016,Elena Sokolow-Kaufman Sokolow-Kaufman
Lobbyist,2016,Janine Andrea Solomon
Lobbyist,2016,Mark Somers
Lobbyist,2016,Mary Suttie Sorensen
Lobbyist,2016,Elizabeth A. Soule
Lobbyist,2016,Stephen E Sousa
Lobbyist,2016,Debbie Sousa
Lobbyist,2016,David G. Spackman
Lobbyist,2016,"John J. Spillane (Spillane & Spillane, LLP)"
Lobbyist,2016,"Michael J. Spillane (Spillane & Spillane, LLP)"
Lobbyist Organisations,2016,"Spillane & Spillane, LLP"
Lobbyist,2016,Christopher Charles Spinazzola (Clappazzola Partners)
Lobbyist,2016,Ian Springsteel
Lobbyist,2016,Michael E. Sroczynski
Lobbyist,2016,Peter Stahl
Lobbyist,2016,Jesse Stanesa
Lobbyist,2016,Zach Stanley (Rasky Baerlein Strategic Communications)
Lobbyist,2016,"James Stanton (Education Development Center, Inc.)"
Lobbyist,2016,Jennifer Stapleton
Lobbyist Organisations,2016,Star Strategies
Lobbyist,2016,Lorna Stark
Lobbyist,2016,Amanda Lynn Stefancyk
Lobbyist,2016,Charles A Stefanini (Charles Stefanini Consulting LLC)
Lobbyist,2016,Charles Stefanini (CK Strategies LLC)
Lobbyist,2016,"Charles Stefanini (Corry Associates, LLC)"
Lobbyist,2016,Charles Stefanini (Public Policy Advisors)
Lobbyist,2016,Reva Stein
Lobbyist Organisations,2016,Stephen J Finnegan
Lobbyist,2016,"Nancy J. Sterling (ML Strategies, LLC)"
Lobbyist,2016,"David Lawrence Sterrett (Sterrett Law, PLC)"
Lobbyist Organisations,2016,"Sterrett Law, PLC"
Lobbyist Organisations,2016,Steven Panagiotakos
Lobbyist,2016,David Pierpont Stevens
Lobbyist,2016,Emily Stewart
Lobbyist,2016,Jonathan Stewart
Lobbyist,2016,William C. Stock
Lobbyist,2016,Matthew Marler Stone
Lobbyist,2016,Allegra Stout
Lobbyist,2016,Seth N Stratton
Lobbyist,2016,Jessica Lee Strunkin
Lobbyist,2016,Kasey Declan Suffredini
Lobbyist,2016,Amy Sugimori
Lobbyist,2016,Michelle Sullivan
Lobbyist,2016,Neil Sullivan
Lobbyist,2016,James Julius Sullivan
Lobbyist,2016,Diane Lynn Sullivan
Lobbyist,2016,Kevin Sullivan
Lobbyist,2016,"Kimberly Sullivan (Lynch Associates, Inc.)"
Lobbyist,2016,John Sullivan
Lobbyist,2016,Gregory William Sullivan
Lobbyist,2016,Walter J Sullivan (Preti Strategies)
Lobbyist,2016,John Sutich
Lobbyist,2016,Susan Swanezy (HodesWeill & Associates)
Lobbyist,2016,Sheila Sweeney
Lobbyist,2016,Timothy William Sweeney
Lobbyist,2016,Mark David Sylvia
Lobbyist,2016,David Tamasi (Rasky Baerlein Strategic Communications)
Lobbyist,2016,Jonathan M Tapper (Melwood Global)
Lobbyist,2016,Evan Taranta
Lobbyist,2016,Janice Tatarka (Dewey Square Group LLC)
Lobbyist,2016,Whitney August Taylor
Lobbyist,2016,Chris Taylor
Lobbyist,2016,CHRIS TERNET
Lobbyist,2016,Jeff Terrey (Rasky Baerlein Strategic Communications)
Lobbyist Organisations,2016,"The Brennan Group, Inc."
Lobbyist Organisations,2016,The Delahunt Group
Lobbyist Organisations,2016,"The Glodis Group, LLC"
Lobbyist Organisations,2016,"The Karol Group, Inc."
Lobbyist Organisations,2016,"The Malloy Group, Inc."
Lobbyist Organisations,2016,The Mount Vernon Group
Lobbyist Organisations,2016,"The Moynihan Group, LLC"
Lobbyist Organisations,2016,The Nolan Group
Lobbyist Organisations,2016,The Novus Group
Lobbyist Organisations,2016,"The Strategy Group, Inc."
Lobbyist Organisations,2016,The Suffolk Group
Lobbyist Organisations,2016,The Summit Consulting Group Inc.
Lobbyist Organisations,2016,"The Victory Group, Inc."
Lobbyist,2016,Katherine Thomas
Lobbyist Organisations,2016,Thomas Cremin
Lobbyist Organisations,2016,Thomas P Carney Associates
Lobbyist,2016,Douglas Michael Thompson
Lobbyist,2016,Douglas Neal Thompson
Lobbyist,2016,Michael F Thompson
Lobbyist,2016,Brooke Meagan Thomson
Lobbyist,2016,Charles Ivan Ticotsky
Lobbyist,2016,Kevin Tierney
Lobbyist,2016,"Joseph F. Timilty (Massachusetts Technology Group, Ltd.)"
Lobbyist,2016,Richard R Tisei (Preti Strategies)
Lobbyist,2016,Mary Clifford Tittmann
Lobbyist Organisations,2016,TMGregorio
Lobbyist,2016,"Edward T. Tobin III (Tobin Strategies, LLC)"
Lobbyist Organisations,2016,"Tobin Strategies, LLC"
Lobbyist,2016,Lynda Tocci (Dewey Square Group LLC)
Lobbyist,2016,Jessica A Tocco (Haynes & Associates)
Lobbyist,2016,"Stephen P. Tocco (ML Strategies, LLC)"
Lobbyist,2016,Sarah Granofsky Toce
Lobbyist,2016,Lindsay Toghill (O'Neill and Associates)
Lobbyist,2016,Steven Allen Tolman
Lobbyist,2016,Brianne Tolson
Lobbyist,2016,AnnMarie Tomasini
Lobbyist,2016,Robert C. Tommasino
Lobbyist,2016,Joseph F Toolan
Lobbyist,2016,David Michael Torrisi (Andover Strategic Alliances LLC)
Lobbyist,2016,David Michael Torrisi (Torrisi Strategic Advisors LLC)
Lobbyist Organisations,2016,Torrisi Strategic Advisors LLC
Lobbyist,2016,"Daniel Joseph Toscano (Drago and Toscano, LLP)"
Lobbyist,2016,Daniel Toscano (Smith Costello & Crawford)
Lobbyist,2016,Elizabeth Toulan
Lobbyist,2016,James Tourkistas
Lobbyist,2016,Susan Tousignant
Lobbyist,2016,Erin Marie Trabucco
Lobbyist,2016,"Susan M Tracy (The Strategy Group, Inc.)"
Lobbyist,2016,Robert E. Travaglini (Travaglini Eisenberg Kiley LLC)
Lobbyist Organisations,2016,Travaglini Eisenberg Kiley LLC
Lobbyist,2016,Thomas Parks Traylor
Lobbyist,2016,W. George Traylor (Traylor assoc. inc.)
Lobbyist Organisations,2016,Traylor assoc. inc.
Lobbyist,2016,Elisabeth Vogelsang Treseder
Lobbyist,2016,Garrett Trierweiler
Lobbyist,2016,Douglas Troutman
Lobbyist,2016,Kelly Beth Macri Turley
Lobbyist,2016,Ture R Turnbull
Lobbyist,2016,Abigail Turner
Lobbyist,2016,Kevin Turner
Lobbyist,2016,Paul M Tuttle
Lobbyist,2016,Timothy Michael Twomey
Lobbyist,2016,Samuel R Tyler
Lobbyist,2016,Rachel Elizabeth Unger
Lobbyist,2016,Shannon Urban
Lobbyist,2016,Daniel Valdespino
Lobbyist,2016,Frank Valeri
Lobbyist,2016,Steven P Vallarelli (Nixon Peabody LLP)
Lobbyist,2016,James E Vallee (Nixon Peabody LLP)
Lobbyist,2016,Margaret Harwood Van Deusen
Lobbyist,2016,Christopher VanDeHoef
Lobbyist,2016,Alyssa R. Vangeli
Lobbyist,2016,Gregory Vasil
Lobbyist,2016,Paul B Vasington
Lobbyist,2016,Mark Vattes
Lobbyist,2016,Marcus Veazey (Whiteboard Advisors)
Lobbyist,2016,Matthew A Veno
Lobbyist Organisations,2016,Ventry Associates LLP
Lobbyist,2016,William B. Vernon
Lobbyist,2016,"Michael Verseckes (Philip W. Johnston Associates, LLC)"
Lobbyist Organisations,2016,"Vince Group, Inc."
Lobbyist,2016,Robert Vodicka
Lobbyist,2016,Steve Voeller (The Summit Consulting Group Inc.)
Lobbyist,2016,Pete Vujovich
Lobbyist,2016,Mary Wachter
Lobbyist,2016,Nicole Iannuzzi Waickman
Lobbyist,2016,Leslie A. Walker
Lobbyist,2016,James L Wallace
Lobbyist,2016,"Ronna B. Wallace (Law Office of Edward J. Brennan, Jr)"
Lobbyist,2016,Ronna B Wallace (Wallace and Associates)
Lobbyist Organisations,2016,Wallace and Associates
Lobbyist,2016,Kathleen Elizabeth Walsh
Lobbyist,2016,"Mary Ann Walsh (Governmental Strategies, Inc.)"
Lobbyist,2016,John Coleman Walsh (John Coleman Walsh Associates)
Lobbyist,2016,Steven M Walsh
Lobbyist,2016,Mary Jane Walsh
Lobbyist,2016,"John Coleman Walsh (William F. Coyne Jr., Esq. P.C.)"
Lobbyist,2016,Martin A Walsh II (Gateway Public Solutions)
Lobbyist,2016,Martha M Walz
Lobbyist,2016,Freda Wang
Lobbyist,2016,Patrick Wardell
Lobbyist,2016,Marlene D. Warner
Lobbyist,2016,Shawn Warren
Lobbyist Organisations,2016,Waterville Consulting
Lobbyist,2016,Aja Watkins
Lobbyist,2016,Kimberly Sue Watson
Lobbyist,2016,Elizabeth Watson
Lobbyist,2016,David Mark Watson
Lobbyist,2016,Linda Watters
Lobbyist,2016,Hillary D Weber
Lobbyist,2016,Devon Weber
Lobbyist,2016,Michael D Weekes
Lobbyist,2016,Joseph Richard Weeks
Lobbyist,2016,Wayne Christopher Weikel
Lobbyist,2016,"William F. Weld (ML Strategies, LLC)"
Lobbyist Organisations,2016,WeLobbyIt
Lobbyist,2016,Gerald Weseen
Lobbyist,2016,Kerry Marie Whelan
Lobbyist,2016,"Eleanor White (Concord Square Planning & Development, Inc.)"
Lobbyist,2016,"Eleanor G White (Housing Partners, Inc.)"
Lobbyist,2016,Ralph W White
Lobbyist,2016,"Robert F. White (Robert White Associates, Inc)"
Lobbyist,2016,"W. Paul White (The Karol Group, Inc.)"
Lobbyist Organisations,2016,Whiteboard Advisors
Lobbyist,2016,Donald W. Wiest (Dain Torpy Le Ray Wiest & Garner P.C.)
Lobbyist,2016,David Wilby
Lobbyist,2016,Erika Wilkinson
Lobbyist,2016,Eric Wilkinson
Lobbyist Organisations,2016,William B. Fisher
Lobbyist Organisations,2016,William E. Ryan Associates
Lobbyist Organisations,2016,"William F. Coyne Jr., Esq. P.C."
Lobbyist,2016,Molly Williams
Lobbyist,2016,Jason Williams
Lobbyist,2016,James Willmuth (1199SEIU)
Lobbyist,2016,Pamela Hall Wilmot
Lobbyist,2016,David E. Wilson (Corwin & Corwin LLP)
Lobbyist,2016,Nils Wilson
Lobbyist,2016,Matthew Wilson
Lobbyist,2016,Gilbert Winn
Lobbyist,2016,Peter Wittenborg
Lobbyist,2016,Brandon Wolanski
Lobbyist,2016,Toni Anne Wolf
Lobbyist,2016,Gavriel Wolfe
Lobbyist,2016,Leslie Wood
Lobbyist,2016,Martha L Wood
Lobbyist,2016,Joel Wool
Lobbyist,2016,Kate Saville Worrall (Charles Group Consulting)
Lobbyist,2016,Sarah Rose Wunsch
Lobbyist,2016,Mary Kay Wydra
Lobbyist,2016,Victor W Yang
Lobbyist,2016,Lisa Yarid Ferry (Dewey Square Group LLC)
Lobbyist,2016,Charles H Yelen (Charles Yelen)
Lobbyist,2016,William Roger Yelenak
Lobbyist,2016,"Joshua A.S. Young, II"
Lobbyist,2016,Tamar Tal Yudenfreund
Lobbyist,2016,"Conor Yunits (Boston Strategic Consulting, LLC)"
Lobbyist,2016,Conor Yunits (Liberty Square Group)
Lobbyist,2016,Nicholas Zabriskie
Lobbyist,2016,Dorothea Osborn Zajac
Lobbyist,2016,Frederick Bruce Zalcman
Lobbyist,2016,Jason Zanetti (Locke Lord Public Policy Group LLC)
Lobbyist,2016,Yotam Zeira
Lobbyist,2016,Tara Hopper Zeltner
Lobbyist,2016,Fred Zeytoonjian
Lobbyist,2016,Cathy Zhou
Lobbyist,2016,Daniel Costa Zotos
Lobbyist,2016,Joseph H Zukowski
