tweet_id,Timestamp,likes,retweets,replies,hashtag,text
0,2018-03-01,0,0,0,"['boston', 'lifestyle', 'streetart', 'arts']",thank you to the city of Boston ... now we advance ... #boston #lifestyle #streetart #arts… https://www.instagram.com/p/BfzDEUIBy9T/ 
1,2018-01-14,0,0,0,"['cutebabyface', 'googleartsandculture', 'cute', 'innocent', 'joy']","#cutebabyface #googleartsandculture #cute #innocent like a child. #joy @ Museum of Fine Arts,… https://www.instagram.com/p/Bd8gRw-A-nx/ "
2,2019-03-01,0,0,0,"['happyblackhistorymonth', 'smallbusiness', 'entrepreneurship']",#happyblackhistorymonth Celebrating with  the CITY OF BOSTON BLACK EMPLOYEE NETWORK present Fashionscape & Arts of Boston representing #smallbusiness and #entrepreneurship… https://www.instagram.com/p/BuchUKKnOR4/?utm_source=ig_twitter_share&igshid=5pzj3mfyhned …
3,2019-01-02,1,0,0,"['BPS', 'civicenegagement', 'civics', 'abolitionist', 'newbookalert', 'bettinalove']",@blovesoulpower rocked the show today for the #BPS arts educators workshop!!! #civicenegagement #civics #abolitionist #newbookalert  #bettinalove… https://www.instagram.com/p/BsJdPaAj4PdINgFSZNTyc-GtUeIDBZQnifJf240/?utm_source=ig_twitter_share&igshid=111g4p1op6uet …
4,2018-11-17,2,0,0,[],A perfect wrap up to our GuitARTS public arts campaign was to be featured on ‘5 For Good’ tonight. Bravo to the @musicdrivesus team and our awesome Artists!… https://www.instagram.com/p/BqQ1c4hAmbPS-SXmu0w54H_5Cm6pN1nv28hjWw0/?utm_source=ig_twitter_share&igshid=17shcn0cqywj7 …
5,2018-11-04,0,0,0,[],"Check out the new ACAC- Arlington Commission for Arts and Culture's website, where I am now the featured artist. Be sure to also check the awesome art events popping up all over Arlington… https://www.instagram.com/p/Bpw-u_7F4r_/?utm_source=ig_twitter_share&igshid=ggggk3xt7kv1 …"
6,2018-11-02,0,0,0,[],"Love my walks home in these beautiful autumn colours  @ Museum of Fine Arts, Boston https://www.instagram.com/p/BpsWcagBQz_/?utm_source=ig_twitter_share&igshid=qc5ttd4j4qpo …"
7,2018-11-02,2,0,0,"['Saperavi', 'Amber', 'Ghvinoforum2018', 'birthplaceofwine']","Storm is coming, Millet, pastel
#Saperavi #Amber #Ghvinoforum2018
#birthplaceofwine @ Museum of Fine Arts, Boston https://www.instagram.com/p/BpsRuDGDE3T/?utm_source=ig_twitter_share&igshid=1y0tsyz1i1g6d …"
8,2018-11-02,1,0,0,[],The @AshRoseCouture Fashion Performance at the Salem Dark Arts Market by blackveiltattoo & swamp.snacks . Models jeanclaudevanspam & kaylagraynilo are wearing our collection •BLIND… https://www.instagram.com/p/BpsOkiogWwM/?utm_source=ig_twitter_share&igshid=10hg7ln2hv1gh …
9,2018-10-24,0,0,0,"['mfa', 'ohmjewelryshop']","Our kind of fall accessory  Gold || Amber / Italian 1880 mfaboston 
. . . . 
#mfa #ohmjewelryshop @ Museum of Fine Arts, Boston https://www.instagram.com/p/BpS_StHgsxk/?utm_source=ig_twitter_share&igshid=yphcs2nynxod …"
10,2018-08-04,0,0,0,[],"Kera Washington and Zili Misik at Upstream Downstream: Arts and Culture Flowing into Boston Harbor @ Boston, Massachusetts https://www.instagram.com/p/BmCU5nDH_e3RG0td7CcbP1-zZTm1vlCib3Jq7M0/?utm_source=ig_twitter_share&igshid=vd5x4xwkfq8z …"
11,2017-08-16,0,0,0,[],"I'm at Museum of Fine Arts - @mfaboston in Boston, MA https://www.swarmapp.com/c/3UbPSeq63xu "
12,2017-06-06,3,2,0,[],5th annual Festival: This is why we do BPS Arts Expansion @bostonschools @bpsicreate @edvestors… https://www.instagram.com/p/BVAILGZg1Kc/ 
13,2017-01-25,1,1,0,[],"Only 2 days till Urbanity Underground, the Creative Class showcase at the Multicultural Arts… https://www.instagram.com/p/BPs9vWlg1mD/ "
14,2017-01-25,0,0,0,[],Did you hear?! AirCraft Aerial Arts is having a Staff Showcase!!! Watch your talented… https://www.instagram.com/p/BPsxogaAIOf/ 
15,2017-01-25,0,0,0,[],Found Artifacts. Studio wall. Sophomore Studio. @ Boston University College of Fine Arts https://www.instagram.com/p/BPseqFYgNOY/ 
16,2017-01-15,0,0,0,"['whatlooksslowissometimesfast', 'museumday', 'chihuly', 'watchesoverus']","#whatlooksslowissometimesfast #museumday #chihuly #watchesoverus @ Museum of Fine Arts, Boston https://www.instagram.com/p/BPS6gvogySb/ "
17,2017-01-15,0,0,0,[],"Just posted a photo @ Museum of Fine Arts, Boston https://www.instagram.com/p/BPS4dQdBszP/ "
18,2017-01-15,0,0,0,[],"Just posted a photo @ Museum of Fine Arts, Boston https://www.instagram.com/p/BPSzCKzhE8E/ "
19,2017-01-15,0,0,0,"['dontmesswithgirlsnamedjudith', 'lessonslearned', 'museumday']","#dontmesswithgirlsnamedjudith #lessonslearned #museumday @ Museum of Fine Arts, Boston https://www.instagram.com/p/BPSzCCtgZqc/ "
20,2017-01-15,0,0,0,[],"Just posted a photo @ Museum of Fine Arts, Boston https://www.instagram.com/p/BPSy1nABtmZ/ "
21,2017-01-15,0,0,0,[],"Just posted a photo @ Museum of Fine Arts, Boston https://www.instagram.com/p/BPSySf2hoZl/ "
22,2017-01-15,0,0,0,['mfanow'],"#mfanow @ Museum of Fine Arts, Boston https://www.instagram.com/p/BPSxfw8haVX/ "
23,2017-01-15,1,0,0,"['infinity', 'museumday', 'modernart']","#infinity #museumday #modernart @ Museum of Fine Arts, Boston https://www.instagram.com/p/BPSxcpEgWBM/ "
24,2017-01-15,0,0,0,"['allegory', 'monkeyking', 'blindcupid', 'choices']","#allegory #monkeyking #blindcupid #choices @ Museum of Fine Arts, Boston https://www.instagram.com/p/BPSxMboAqTu/ "
25,2017-01-15,0,0,0,['mfanow'],"#mfanow @ Museum of Fine Arts, Boston https://www.instagram.com/p/BPSxIRshg4D/ "
26,2017-01-15,0,0,0,['mfanow'],"#mfanow @ Museum of Fine Arts, Boston https://www.instagram.com/p/BPSwofJhhwm/ "
27,2017-01-15,0,0,0,['mfanow'],"#mfanow @ Museum of Fine Arts, Boston https://www.instagram.com/p/BPSwdLbBDbv/ "
28,2017-01-15,0,0,0,[],"Just posted a photo @ Museum of Fine Arts, Boston https://www.instagram.com/p/BPSuQh_hp90/ "
29,2017-01-15,0,0,0,['mfachase'],"#mfachase @ Museum of Fine Arts, Boston https://www.instagram.com/p/BPSmSdjBOft/ "
30,2017-01-15,0,0,0,['mfachase'],"#mfachase @ Museum of Fine Arts, Boston https://www.instagram.com/p/BPSmCSEh-V5/ "
31,2017-01-15,0,0,0,['mfachase'],"#mfachase @ Museum of Fine Arts, Boston https://www.instagram.com/p/BPSlfyDhrzG/ "
32,2017-01-15,0,0,0,['mfachase'],"#mfachase @ Museum of Fine Arts, Boston https://www.instagram.com/p/BPSlHWPB-06/ "
33,2017-01-15,0,0,0,['mfachase'],"#mfachase @ Museum of Fine Arts, Boston https://www.instagram.com/p/BPSk0hUBXJ0/ "
34,2017-01-15,0,0,0,['mfachase'],"#mfachase @ Museum of Fine Arts, Boston https://www.instagram.com/p/BPSkh9tBN4g/ "
35,2017-01-15,0,0,0,['mfachase'],"#mfachase @ Museum of Fine Arts, Boston https://www.instagram.com/p/BPSkYAdhSaK/ "
36,2017-01-15,0,0,0,['mfachase'],"#mfachase @ Museum of Fine Arts, Boston https://www.instagram.com/p/BPSjXVfBsZZ/ "
37,2017-01-15,0,0,0,['mfachase'],"#mfachase @ Museum of Fine Arts, Boston https://www.instagram.com/p/BPSivyLB5sQ/ "
38,2017-01-15,0,0,0,['mfachase'],"#mfachase @ Museum of Fine Arts, Boston https://www.instagram.com/p/BPSiKY_BpSJ/ "
39,2017-01-15,0,0,0,['mfachase'],"William Merritt Chase #mfachase @ Museum of Fine Arts, Boston https://www.instagram.com/p/BPSh19pBwG6/ "
40,2016-07-14,0,0,0,[],Mayor Marty in the house @ Villa Victoria Center For The Arts https://www.instagram.com/p/BH3COb2hQ4h/ 
41,2016-07-13,1,0,0,[],A vote for Steve is a vote for big government. A vote for Douglas is a vote for homemade arts… https://www.instagram.com/p/BHz7QK6Dt2X/ 
42,2016-06-23,0,0,0,[],"I got a giraffe gift at work today. @ School of the Museum of Fine Arts, Boston https://www.instagram.com/p/BG_2KtbpsIy/ "
43,2016-06-17,1,0,0,['AFTACON'],"The ""Arts Mayor"" speaking at #AFTACON @ Sheraton Boston Hotel https://www.instagram.com/p/BGw1BbXuaX2/ "
44,2016-06-17,0,1,0,"['youthartsmatter', 'aftacon']","""Moving arts into the center of the conversation"" the Mayor of Boston #youthartsmatter #aftacon… https://www.instagram.com/p/BGwzpsrI2h8/ "
45,2014-05-21,0,0,0,[],Meeting to create an arts exhibit representing Mayor Walsh's transition team at Boston City Hall. pic.twitter.com/73KjeeBI0l
46,2014-04-29,0,1,0,['GRIT'],Anita Walker is opening the @TEDxFenway event - and she's talking about the #GRIT of arts and culture in Massachusetts!
47,2014-04-09,0,0,0,['boston'],#boston Mayor Walsh Keynote this morning @ Citi Performing Arts Center Wang Theatre http://instagram.com/p/mkhMZhFAhk/ 
48,2014-04-07,0,0,0,['bosarts'],It's so wonderful to be at the #bosarts city council meeting and see so many advocates of the arts speak up and take initiative!
49,2014-03-17,4,4,0,[],Extraordinary individual needed to lead Boston in art renaissance. Share the job posting: Mayor's Arts commissioner http://hireculture.org/jobdetails.aspx?job_id=19313 …
50,2014-03-12,0,0,0,[],Celebrating Mayor Joe with @Slumbrew ! (@ Arts At The Armory) http://4sq.com/1dSaWaF 
51,2014-01-30,5,2,0,"['bosarts', 'bospoli']","Right on! RT @bostonturgy: It's official: Mayor @marty_walsh is putting arts in his cabinet. http://goo.gl/6XEVnW 
#bosarts #bospoli"
52,2014-01-20,0,0,0,"['mlkday', 'service']",Boston's arts mayor marty_walsh #mlkday #service. @ Museum of Fine Arts http://instagram.com/p/jZg2jtKpvD/ 
53,2014-01-07,0,0,0,[],Mayor hits right notes at inauguration: Marty Walsh wants to be known as an arts mayor. He’s off to a fine start... http://dlvr.it/4fLT7n 
54,2019-11-08,0,0,0,[],"Wondering what we'll be talking about in the workshops?

Arts and Culture: Discuss Lynn's Creative Placemaking District Plan and key artistic assets.

Economic Development: Discussion with representatives form the... https://www.facebook.com/1641848566/posts/10218371203985072/ …"
55,2019-11-08,0,0,0,[],"Read the November Issue of ""It's All About Arts"" Magazine - we promote locals arts and culture. https://issuu.com/artstudio99/docs/november2019issue …pic.twitter.com/el7Z3FOwp7"
56,2019-11-08,1,0,1,[],"I think the best argument here is the ""arts and culture"" aspect, and the vast amount of public lobbying on that basis. So I think that's really what you should address if you think it's wrong (no that I have a dog in this fight) (and it's repeated in what you quoted): pic.twitter.com/tOIWWCeAnl"
57,2019-11-07,0,0,0,['Lynn'],"#Lynn residents: give feedback on arts and culture, economic development, education, housing, public health, public safety, or transportation at an in-depth workshop on Nov. 16! https://www.bostonglobe.com/metro/globelocal/2019/11/06/lynn-residents-businesses-invited-city-summit/PdahO8otOF48CoyOICR6VM/story.html …"
58,2019-11-07,9,1,0,"['Collaboration', 'SharedSpace', 'Community', 'BAAPride', 'BPSProud']",There was a great meeting of the minds between the student governments from BAA and our neighbors at CASH this afternoon! #Collaboration #SharedSpace #Community #BAAPride #BPSProud @BostonSchoolspic.twitter.com/s6JJHYkweh
59,2019-11-07,0,0,0,['BostonCreatespic'],"The Mayor’s Holiday Special celebrates the wonder, joy, and priceless memories offered by experiencing the arts with friends and family during the most wonderful time of the year by providing affordable access to 150+ holiday shows http://ow.ly/hXbS50x4PER  #BostonCreatespic.twitter.com/h90notg54s"
60,2019-11-06,1,2,0,[],"Shaumba Yandje Dibinga is one of many performance arts trailblazers in the city of Boston.

“Dance studios like this is a healing place for young people. Dance is a tool to help communicate their frustrations,” Dibinga said.

To read the article, visit http://bit.ly/2pMUBmT ."
61,2019-11-06,1,1,0,[],This weekend in arts and culture happenings throughout the North Shore! https://mailchi.mp/creativecollectivema/things-to-do-on-the-north-shore1031-1456553 …
62,2019-11-05,3,0,0,['artsmatter'],Great to meet Quincy City Councilor at Large @NoelDiBona at the polls this morning. We had a brief chat about using the arts to create a more vibrant and thriving city. Looking forward to connecting and best of luck today! #artsmatter @MASSCreativepic.twitter.com/l4Fq5U6cfT
63,2019-11-05,10,0,0,['ArtsMatter'],I want a Mayor who knows that #ArtsMatter! Let’s show the candidates that arts supporters are voters too! pic.twitter.com/G3l6V6wj1u
64,2019-11-05,0,0,0,"['19', 'theshortfusepod']","Arts Fuse Podcast #19: A New Era Begins! A new host, new format, incisive talk about arts and culture.  http://artsfuse.org/190496/  via @theartsfuse #theshortfusepod"
65,2019-11-05,0,0,0,[],Get Out the Vote for Arts and Culture with ArtsVote BC https://www.allianceforarts.com/blog/2019/10/11/artsvote-2019 …
66,2019-11-05,5,3,0,"['artplaceamerica', 'publichealth', 'artsandculturepic']","The Center for Arts in Medicine and @ArtPlaceAmerica have just released the new white paper, Creating Healthy Communities through Cross-sector Collaboration!

Click here to download the paper:
http://ow.ly/GSGN50wYJkf 
#artplaceamerica #publichealth #artsandculturepic.twitter.com/oWegJpJyO0"
67,2019-11-05,53,21,0,['ElectionDay'],"Today is #ElectionDay in the @CityOfBoston  This ceremonial staff, known as “The Boston Mace” (1727) was a symbol of the mayor’s authority in the English town of Boston. It would have been present when civic business was conducted.pic.twitter.com/ckiH2BtHMl"
68,2019-11-04,4,0,0,[],"Great job at tonight's @AeronautBrewing Pindrop Session, @JoeCurtatone! It was pretty amazing to see my mayor demonstrate support for the arts by reciting medieval Italian poems alongside @BlueHeronBos. A truly unique & wonderful evening!"
69,2019-11-02,2,0,0,[],Let's show up and vote! Click the link to learn more about what candidates for office in Somerville think about important arts and culture issues we face! https://twitter.com/aCall2Arts/status/1190688274941140992 …
70,2019-11-01,0,0,0,"['publichealth', 'advocacy', 'communityhealth', 'AsianAmerican', 'immigrants', 'arts', 'guzheng', 'Chinesedulcimer', 'reptackeychan', 'mayorthomaskoch']",Enhance Asian Community on Health rings in five years http://sites.social/support1  #publichealth #advocacy #communityhealth #AsianAmerican #immigrants #arts #guzheng #Chinesedulcimer #reptackeychan #mayorthomaskoch https://www.instagram.com/p/B4U_04GAa0h/?igshid=tva3vz2yqeif …
71,2019-11-01,2,1,0,"['visitSeattle', 'visitUS', 'travelphotography']","Seattle in US is proud of its arts and culture, Space Needle, Pioneer Square, the Pike Place Market and more.  Check this self guided Seattle tour and enjoy https://bit.ly/2P68J4U  #visitSeattle #visitUS #travelphotography via @thesanetravel"
72,2019-10-31,1,0,0,"['bpspride', 'SchoolonMove', 'DeepLearning', 'joy', 'arts', 'passion']","A lot of #bpspride in the room this morning at the @EdVestors #SchoolonMove breakfast! Congrats @hkentschool and all @BostonSchools that continue to strengthen their school communities through #DeepLearning, #joy, #arts, and #passion. Ty @mrousmaniere @marty_walsh for your pic.twitter.com/cEKmfG4k45 – at InterContinental Boston"
73,2019-10-30,1,0,0,[],"Don't forget to stop by the Armando Center tonight for a Halloween Party from 5-7pm.  We will have a trunk or treat, arts & crafts, creepy critters and a  bouncy house!!! @ Canton MA Parks and Recreation https://www.instagram.com/p/B4Ph0iHhg1B/?igshid=19vhoyanw67ac …"
74,2019-10-25,2,1,0,"['CreativeMornings', 'Boston']",Incredibly energizing morning at the @BCNCInc Pao Arts Center for #CreativeMornings #Boston! This month's theme is Flow. @Boston_CMpic.twitter.com/GUKIbPSj5o – at Pao Arts Center
75,2019-10-18,6,0,0,"['jqoproud', 'bpsproudhttps']",Education is happening at all levels at @jqorchestra. Our Executive Director and @BostonSchools @BPSQuincyElem Arts Coordinator @ChrisSchroeder4 is a Boston Future Leader through the @bostonchamber program and shared his story! #jqoproud #bpsproudhttps://twitter.com/CityAwakeBoston/status/1185209217243926528 …
76,2019-10-17,2,1,0,"['BPSProud', 'ArtsEducationMatters']","Our students will be #BPSProud & know that #ArtsEducationMatters when we fully fund @BostonSchools K-12 arts education with culturally responsive programming, classrooms, equitable resources, schoolwide professional development, & in-house licensed @BTU66 teachers https://twitter.com/BCassellius/status/1184879492726231040 …"
77,2019-09-29,10,3,1,[],"Expand arts FTE positions, resources, & support for ALL of our @BostonSchools!

Orchestras (or any instrumental program for that matter) are a shocking minority in BPS because most arts teachers are last in line in budgets & buildings.

Arts deserve real classrooms  https://twitter.com/BCassellius/status/1177985328516403202 …"
78,2019-09-28,0,0,0,[],@PeabodyMayor @CityofPeabodyMA https://www.salemnews.com/news/local_news/peabody-s-children-s-museum-push-steals-show-at-arts/article_51d47ab5-25df-50e3-ab19-45b2fa07861a.html … | Peabody's children's museum push steals show at arts summit
79,2019-09-25,14,3,0,['localartists'],"What does supporting #localartists have to do with economic development? 

“The arts and creativity help people build understanding and stronger connections—the ‘social infrastructure’ that is such a crucial feature of lasting economic and community revitalization.” @BarrFdnhttps://twitter.com/MassDev/status/1176537962785509377 …"
80,2019-09-12,8,3,0,"['artists', 'creators', 'ArtsMatterpic']","Thank you @repdonato & @MayorofMedford for joining #artists and #creators for a conversation about the ways arts, culture and creativity make Medford a more vibrant, healthy and connected community. Thank you @masscultural for organizing! #ArtsMatterpic.twitter.com/c1saYQ3Kn7 – at Isaac Royall House"
81,2019-09-10,2,2,0,[],Don’t miss this opportunity from the National Association of Latino Arts and Cultures! @nalac_arts https://twitter.com/ArtsinBoston/status/1171181046529953792 …
82,2019-08-18,0,0,0,['osamabinladen'],@nytimes Any DNA verification tests done? DNA prints from prior arrest & sentencing? ABBIE HOFFMAN at the Palace of Fine Arts w/ his PLASTIC SURGERY BODY DOUBLE was enough to shake confidence via visual claims alone. @NYGovCuomo @NYGov @NYCMayor @scotusreporter #osamabinladen @UNpic.twitter.com/pZWucEo6xa
83,2019-08-09,4,0,1,[],So like National Endowment for the Arts but for grant funding useful software? If we had a functioning federal government this might work.
84,2019-08-06,0,0,0,['lynnma'],"Block Party highlights! A magical night and celebration of the vibrant arts and culture district in #lynnma 

Thanks to our partners on this event ironboundlynn @cullenjacque galleriesatlynnarts @wreckshop101 

And… https://www.instagram.com/p/B0zksa_A0gZ/?igshid=hyx8s9v07yof …"
85,2019-08-05,6,0,0,['LetsBuildIthttps'],"On more upbeat news, I’m excited to see this investment in the arts and in the @masscultural, along with other great investments in affordable housing and small business development! #LetsBuildIthttps://twitter.com/IBA_Boston/status/1158452620480135169 …"
86,2019-08-05,7,2,0,[],"Investing in arts and culture is what we at IBA love to see. We are excited to see what Massachusetts has in store with this increased budget.
https://www.wbur.org/artery/2019/08/01/arts-budget-18-million?fbclid=IwAR2gjFx4g_OhhRQZBvzmRkufmN_hsz5M9A0YsCz_3pp43dVB_wwTCETRcW0&utm_source=facebook&utm_medium=4581b3ca-df34-43e9-94e2-5d2bc9da4ee9&utm_term=&utm_content=&utm_campaign= …"
87,2019-08-04,4,0,0,[],What an absolutely magical day yesterday was... Thanks to the thousands of you that came through town yesterday.   Yesterday was all about the vibrancy of Lynn and the power of the arts and culture to activate… https://www.instagram.com/p/B0vfSzBAKlZ/?igshid=1ny0v49o7eidc …
88,2019-07-31,0,0,0,[],"Old school and new school coming together to strengthen the community through arts and culture. The City of Lynn has some of the most diverse, driven and passionate artists, residents, small business owners and… https://www.instagram.com/p/B0lEptDgBJL/?igshid=x3h6r8wxcwws …"
89,2016-03-31,0,0,0,[],Done in Boston for the day but I'll be back. Leaving via the rebuilt Government Center station.… https://www.instagram.com/p/BDohO1ilntQ/ 
90,2016-03-31,0,0,0,[],"Better next time @ Museum of Fine Arts, Boston https://www.instagram.com/p/BDmOlbPSRQi/ "
91,2016-01-20,0,0,0,[],Mayor Walsh announces $1 million in arts funding http://bos.gl/8dljexH?utm_source=dlvr.it&utm_medium=twitter …
92,2015-09-12,0,0,0,[],"I'm at New Center for Arts and Culture in Newton, MA https://www.swarmapp.com/c/kuuVsQX4jpO "
93,2015-05-24,0,0,0,['closing'],"@MayorWarren hosts Newton ""arts stars"" @ Festival Gala Celebration May 30 Tix Avail http://newtoncommunitypride.org/festival/FOAevents.html#closing …pic.twitter.com/rpYUfq98HZ"
94,2015-04-25,3,2,0,[],Mayor Dolan & @RepBrodeur honoring Debra Corbett's many accomplishments in Melrose Arts @  Melrose Arts Festival. pic.twitter.com/GNKm57vNET
95,2015-04-09,0,0,0,[],"Great presentation by Mme Helene David at Harvard: ""Québec Cultural Policy: Why Government is Investing in Arts and Culture"" – at Harvard Faculty Club"
96,2015-03-09,0,0,0,[],"Julie Burros, Boston's new arts and culture chief at Allston Village Mainstreets event @ Brighton… https://instagram.com/p/0BpLhNoyu6/ "
97,2015-03-09,2,1,0,[],"Mayor Walsh talking about ""ahts"" and ""cultcha"" (arts and culture) to the local Allston community.… https://instagram.com/p/0BnnmvAmYW/ "
98,2015-03-02,0,0,0,[],Boston ups its funding for arts and culture grants: Applications doubled year-over-year for an arts and culture… http://boston.cityandpress.com/node/9213602 
99,2015-02-28,0,0,0,[],Sang for and met Mayor Marty Walsh along with the Boston Arts Academy Spirituals Ensemble.… https://instagram.com/p/zqL1OSkJbw/ 
100,2015-02-13,0,0,0,[],We take arts and culture seriously pic.twitter.com/UurNUTncSQ
101,2015-01-13,14,7,1,[],Arts and culture at the state of the city at the beautiful @BostonSymphony with @marty_walsh @ashmont @SheilaADillonpic.twitter.com/fw1FBiJcpe
102,2014-12-20,0,0,0,[],Government Mandated Glass Sculpture Picture @ Museum of Fine Arts Boston Bookstore & Gift Shop http://instagram.com/p/w11DX-BfiM/ 
103,2014-12-16,5,3,1,"['bosarts', 'welcomejulie', 'bostonartspic']",Welcoming @JulieBurros the new Chief of Arts and Culture for the City of Boston #bosarts #welcomejulie #bostonartspic.twitter.com/bMnIq5el7A
104,2014-12-16,1,0,0,"['BosArts', 'welcomejuliepic']",Exciting introduction of @JulieBurros - new Chief of Arts and Culture for the City of Boston. #BosArts #welcomejuliepic.twitter.com/SEEOHcUXUq
105,2014-12-15,1,0,0,[],"At the welcome reception for Julie Burros, the City of Boston's new arts commissioner. (@ Paramount Center) https://www.swarmapp.com/c/7vhcfyxCvo9 "
106,2014-11-21,1,0,1,"['canwegetyourautograph', 'truegem']","@khemingway You are a rock star and clearly ""The Arts Mayor""! #canwegetyourautograph #truegem #"
107,2014-11-17,0,0,0,[],"Exciting! Bostonians will see new creative vibrancy, says Mayor @Marty_Walsh & @JulieBurros, Chief of Arts & Culture. http://www.bostonglobe.com/opinion/2014/11/14/mayor-walsh-and-his-arts-czar-outline-their-vision/kcPkOTZOnr8fxMamWa3XtJ/story.html …"
108,2014-11-13,0,0,0,[],Arts extravaganza for the season: half-price buys on http://mayorsholiday.com  http://bit.ly/1v90oOp 
109,2014-11-09,0,0,0,[],Got the privilege to sing for the mayor and the governer of Boston tonight at the Museum of Fine Arts… http://instagram.com/p/vKpBqtGrY_/ 
110,2014-10-30,0,0,0,['BostonTheatre'],"RIP @mayortommenino, supporter of the arts community in Boston. #BostonTheatre"
111,2014-10-27,2,1,0,"['artsed', 'bosarts']",Great to be at @IBABoston with dozens of @BostonSchools arts teachers & nonprofits to plan 3rd wave of @BPSiCreate #artsed #bosarts
112,2014-10-12,3,3,0,[],"City of Boston launching arts & culture planning, via @ArtsinBoston http://www.bostonglobe.com/arts/2014/10/11/sketching-arts-centric-future-for-boston/tGcECiIQmZiB03XUGUAclJ/story.html …
Thank you @marty_walsh @ashmont @JulieBurros"
113,2014-08-26,0,0,0,[],"Gardner's Rockwell money to fund the arts: GARDNER, Mass. — Gardner city councilors want proceeds of the sale of... http://dlvr.it/6kKPml "
114,2014-08-19,0,0,0,[],The Mayor's Office of Arts + Culture presents the Boston Urban Music... http://bit.ly/1n3Bh6V 
115,2014-08-15,0,0,0,[],The Mayor's Office of Arts + Culture and the Boston Art Commission... http://bit.ly/1yCErUC 
116,2014-07-17,0,0,0,[],Mayor's Office of Arts and Culture presents First-ever Open Auditions for GospelFest Community Choir http://bit.ly/1jABYZr 
117,2014-07-16,0,0,0,[],"The Mayor's Office of Arts and Culture and Together Boston present ""A ... http://bit.ly/1nGEIEg "
118,2014-07-13,0,0,0,[],The Mayor's Office of Arts and Culture Hosts Exhibit by South End... http://bit.ly/1kQo7ZY 
119,2014-06-18,0,0,0,[],Planning meeting for a Boston digital arts and culture festival. Maybe 80 or so people here! https://www.swarmapp.com/captaincalliope/checkin/53a2199e498ecf0ff0fe5273?s=hBYIj8sZ_KCS9Y526_hYLYYSfIM&ref=tw …
