tweet_id,Timestamp,likes,retweets,replies,hashtag,text
0,2018-07-19,1,2,0,[],Marty Walsh is not handling this BPS school situation well at all
1,2018-07-19,1,2,0,[],Marty Walsh is not handling this BPS school situation well at all
2,2018-07-12,1,0,0,['bpschat'],Our dragon is sensing motion to protect its gold! #bpschat @ Burlington Memorial School https://www.instagram.com/p/BlIrHWfgmuF/?utm_source=ig_twitter_share&igshid=1oze9dykydu3v …
3,2018-07-10,0,0,0,['bpschat'],What are the pros and cons of the desalinization plant we read about in our NewsELA article? #bpschat @ Burlington Memorial School https://www.instagram.com/p/BlD82KehTn-/?utm_source=ig_twitter_share&igshid=1j8j2odbynadg …
4,2018-06-26,0,0,0,['1'],Let's go Wakefield. Let's get this done. Vote YES for the public safety building improvements! Proud to be voter #1 today from precinct 4. @ Galvin Middle School https://www.instagram.com/p/BkfFec_Bwgz6W3p0sjcuRn-A6fPoH_Pgcna6aQ0/?utm_source=ig_twitter_share&igshid=1fwh0tk4rpjje …
5,2018-05-03,0,0,0,[],"I'm at John F. @Kennedy_School of Government in Cambridge, MA https://www.swarmapp.com/c/kaSLuOVRCcO "
6,2018-04-24,4,0,0,[],"Ayyye! (@ John F. @Kennedy_School of Government in Cambridge, MA) https://www.swarmapp.com/c/koaJARtGJDp "
7,2018-04-08,0,0,0,[],Drinking a Belafonte by @nightshiftbeer @ Boston Public Schools West Zone Family Resource Center — http://untp.beer/s/c583379996 
8,2018-03-22,0,0,0,"['TBT', 'defyTheOdds', 'BetOnMySelf', 'GoGetter']",#TBT Boston Public School All Star game. MATHMATIK ATHLETICS #defyTheOdds #BetOnMySelf #GoGetter… https://www.instagram.com/p/BgoXjLlhQJQ/ 
9,2018-02-19,0,0,0,[],"クソリベラル大学、到着ーーーーー (@ John F. @Kennedy_School of Government in Cambridge, MA) https://www.swarmapp.com/c/cOzDGsve3KO "
10,2018-02-09,0,0,0,[],"Last day (@ John F. @Kennedy_School of Government in Cambridge, MA w/ @sirmohad)https://www.swarmapp.com/c/bVYWIBa0AgS "
11,2018-02-08,0,0,0,[],"I'm at John F. @Kennedy_School of Government in Cambridge, MA w/ @sirmohad https://www.swarmapp.com/c/bcjjheiw6i5 "
12,2018-02-06,0,0,0,[],"I'm at John F. @Kennedy_School of Government in Cambridge, MA w/ @sirmohadhttps://www.swarmapp.com/c/7KjXsuvvWYM "
13,2018-02-04,0,0,0,[],"Back to School. (@ John F. @Kennedy_School of Government in Cambridge, MA) https://www.swarmapp.com/c/eKMVZJT7GCI "
14,2018-01-28,0,0,0,[],3 point Foundation kickoff meeting for her Boston Public School programs. This is the winning… https://www.instagram.com/p/BegBIFCgesd/ 
15,2018-01-26,2,0,0,['bpschat'],Memorial kindergartners explore the suction cups of an  #bpschat @ Burlington Memorial School https://www.instagram.com/p/BeawMJ2lqDg/ 
16,2018-01-23,1,0,0,['MLD304'],"The first day of #MLD304 (@ John F. @Kennedy_School of Government in Cambridge, MA) https://www.swarmapp.com/c/5Q6VAWJhHli "
17,2018-01-04,0,0,0,[],No school tomorrow (1/5/18) for Boston Public Schools… https://www.instagram.com/p/Bdiqt5AA23NujMQ3nXY3VHbaUf_cFsSuAbr9cQ0/ …
18,2018-01-03,1,0,0,[],Boston Public Schools are closed tomorrow... But these 12… https://www.instagram.com/p/Bdf-buMnP2gdyDPdaH5JrArxZG8AR_-Kz000P40/ …
19,2017-12-23,2,0,0,[],I’m so sad I can’t check in from the LDS church anymore. - Drinking a Steel Rail Extra Pale Ale by @BerkshireBrewCo @ Boston Public Schools West Zone Family Resource Center  — http://untp.beer/s/c541802667 
20,2017-12-16,0,0,1,[],"Boston Mayor Walsh defends altering school start times in the city, saying there are 22 start times now, and ""that just doesn't work."""
21,2017-12-09,0,0,0,[],BPS showcase of schools  @ TD Garden https://www.instagram.com/p/BcfJHXMjOf9OLAymCtsjH6R-KDMJOqsH5YL3oI0/ …
