id,current_status,direction_id,latitude,longitude,updated_at,day,time_slot
y1294,IN_TRANSIT_TO,1,42.34840346,-71.04284909,2019-10-29T11:00:37-04:00,1,11
y1116,IN_TRANSIT_TO,0,42.34392976,-71.03517331,2019-10-29T11:00:36-04:00,1,11
y1293,IN_TRANSIT_TO,0,42.33047769,-71.08384369,2019-10-29T11:00:37-04:00,1,11
y1292,IN_TRANSIT_TO,0,42.34970891,-71.06299777,2019-10-29T11:00:32-04:00,1,11
y1288,IN_TRANSIT_TO,1,42.33628647,-71.077276679,2019-10-29T11:00:34-04:00,1,11
y1285,IN_TRANSIT_TO,1,42.35532,-71.06215,2019-10-29T11:00:41-04:00,1,11
y1277,IN_TRANSIT_TO,1,42.341423239,-71.06939762,2019-10-29T11:00:38-04:00,1,11
y1895,IN_TRANSIT_TO,0,42.33485476,-71.07456895,2019-10-29T11:00:36-04:00,1,11
y1876,IN_TRANSIT_TO,1,42.32969,-71.08395,2019-10-29T11:00:16-04:00,1,11
y1874,IN_TRANSIT_TO,0,42.37301,-71.11757,2019-10-29T10:59:58-04:00,1,10
y1867,IN_TRANSIT_TO,0,42.34714582,-71.0876913,2019-10-29T11:00:37-04:00,1,11
y1842,IN_TRANSIT_TO,1,42.3297,-71.08418,2019-10-29T11:00:35-04:00,1,11
y1828,IN_TRANSIT_TO,0,42.37306,-71.11767,2019-10-29T10:58:44-04:00,1,10
y1812,IN_TRANSIT_TO,1,42.33996972,-71.08099769,2019-10-29T11:00:37-04:00,1,11
y1802,IN_TRANSIT_TO,0,42.33946292,-71.080491749,2019-10-29T11:00:31-04:00,1,11
y1801,IN_TRANSIT_TO,1,42.361193999,-71.09678608,2019-10-29T11:00:38-04:00,1,11
y1750,IN_TRANSIT_TO,1,42.36480945,-71.10269694,2019-10-29T11:00:39-04:00,1,11
y1877,IN_TRANSIT_TO,0,42.32942,-71.08376,2019-10-29T11:00:10-04:00,1,11
y1875,IN_TRANSIT_TO,1,42.34107,-71.05771,2019-10-29T11:00:24-04:00,1,11
y1823,IN_TRANSIT_TO,1,42.329892,-71.08373805,2019-10-29T11:00:24-04:00,1,11
y1814,IN_TRANSIT_TO,0,42.32008943,-71.04867067,2019-10-29T11:00:38-04:00,1,11
y1757,IN_TRANSIT_TO,0,42.3317101,-71.0843066,2019-10-29T11:00:37-04:00,1,11
y1889,IN_TRANSIT_TO,0,42.33862,-71.0319,2019-10-29T10:59:47-04:00,1,10
y1829,IN_TRANSIT_TO,1,42.34247935,-71.06053178,2019-10-29T11:00:37-04:00,1,11
y1813,IN_TRANSIT_TO,0,42.35255467,-71.05517949,2019-10-29T11:00:36-04:00,1,11
y1827,IN_TRANSIT_TO,1,42.3301148,-71.05774299,2019-10-29T11:00:07-04:00,1,11
y1805,IN_TRANSIT_TO,1,42.30312769,-71.09100847,2019-10-29T11:00:36-04:00,1,11
y1803,IN_TRANSIT_TO,0,42.30062,-71.11329,2019-10-29T11:00:21-04:00,1,11
y1754,IN_TRANSIT_TO,0,42.33010907,-71.05977355,2019-10-29T11:00:38-04:00,1,11
y1736,IN_TRANSIT_TO,1,42.31811917,-71.08176148,2019-10-29T11:00:30-04:00,1,11
y1901,IN_TRANSIT_TO,1,42.29537612,-71.07206481,2019-10-29T11:00:37-04:00,1,11
y1893,IN_TRANSIT_TO,1,42.33732,-71.0889,2019-10-29T11:00:10-04:00,1,11
y1849,IN_TRANSIT_TO,0,42.29134,-71.07177,2019-10-29T11:00:40-04:00,1,11
y1826,IN_TRANSIT_TO,1,42.32896303,-71.084674509,2019-10-29T11:00:34-04:00,1,11
y1815,IN_TRANSIT_TO,0,42.32901091,-71.08492903,2019-10-29T11:00:03-04:00,1,11
y1806,IN_TRANSIT_TO,1,42.32061963,-71.08154603,2019-10-29T11:00:37-04:00,1,11
y1793,IN_TRANSIT_TO,0,42.28253,-71.05649,2019-10-29T11:00:31-04:00,1,11
y1779,IN_TRANSIT_TO,1,42.284185489,-71.06405607,2019-10-29T11:00:36-04:00,1,11
y1740,IN_TRANSIT_TO,0,42.32920544,-71.08562202,2019-10-29T11:00:37-04:00,1,11
y1637,IN_TRANSIT_TO,0,42.27169,-71.0788,2019-10-29T10:59:40-04:00,1,10
y1625,IN_TRANSIT_TO,1,42.27967973,-71.11827188,2019-10-29T11:00:37-04:00,1,11
y1689,IN_TRANSIT_TO,0,42.25711322,-71.12010338,2019-10-29T11:00:39-04:00,1,11
y1708,IN_TRANSIT_TO,1,42.28601,-71.14652,2019-10-29T11:00:37-04:00,1,11
y1604,IN_TRANSIT_TO,0,42.28634577,-71.13324332,2019-10-29T11:00:32-04:00,1,11
y1610,IN_TRANSIT_TO,0,42.28329506,-71.149754759,2019-10-29T11:00:35-04:00,1,11
y1687,IN_TRANSIT_TO,1,42.32079,-71.052,2019-10-29T11:00:24-04:00,1,11
y1657,IN_TRANSIT_TO,0,42.32292146,-71.10241885,2019-10-29T11:00:38-04:00,1,11
y1639,IN_TRANSIT_TO,1,42.32391098,-71.09850972,2019-10-29T11:00:32-04:00,1,11
y1909,IN_TRANSIT_TO,0,42.32953353,-71.08465859,2019-10-29T11:00:38-04:00,1,11
y1862,IN_TRANSIT_TO,1,42.33664,-71.08869,2019-10-29T11:00:19-04:00,1,11
y1861,IN_TRANSIT_TO,1,42.34111,-71.05795,2019-10-29T10:59:53-04:00,1,10
y1722,IN_TRANSIT_TO,1,42.31825133,-71.086181749,2019-10-29T11:00:34-04:00,1,11
y1720,IN_TRANSIT_TO,0,42.3229,-71.0996,2019-10-29T11:00:17-04:00,1,11
y1651,IN_TRANSIT_TO,1,42.27583952,-71.12580139,2019-10-29T11:00:36-04:00,1,11
y0580,IN_TRANSIT_TO,0,42.350919029,-71.066768499,2019-10-29T11:00:27-04:00,1,11
y0589,IN_TRANSIT_TO,0,42.3438196,-71.0654519,2019-10-29T11:00:42-04:00,1,11
y0579,IN_TRANSIT_TO,0,42.27312908,-71.2379021,2019-10-29T11:00:34-04:00,1,11
y0549,IN_TRANSIT_TO,0,42.34552678,-71.2060126,2019-10-29T11:00:37-04:00,1,11
y0413,IN_TRANSIT_TO,1,42.34938264,-71.20683851,2019-10-29T11:00:37-04:00,1,11
y0673,IN_TRANSIT_TO,0,42.3512709,-71.1672103,2019-10-29T11:00:13-04:00,1,11
y0675,IN_TRANSIT_TO,1,42.409153839,-71.159123429,2019-10-29T11:00:39-04:00,1,11
y1919,IN_TRANSIT_TO,1,42.36669283,-71.1865446,2019-10-29T11:00:37-04:00,1,11
y1432,IN_TRANSIT_TO,0,42.36382579,-71.12282961,2019-10-29T11:00:37-04:00,1,11
y0711,IN_TRANSIT_TO,1,42.36223901,-71.15209048,2019-10-29T11:00:37-04:00,1,11
y0697,IN_TRANSIT_TO,1,42.361579,-71.1000712,2019-10-29T10:59:57-04:00,1,10
y0666,IN_TRANSIT_TO,1,42.37655026,-71.26220944,2019-10-29T11:00:38-04:00,1,11
y0617,IN_TRANSIT_TO,0,42.3668983,-71.1867161,2019-10-29T11:00:40-04:00,1,11
y0656,IN_TRANSIT_TO,1,42.37240045,-71.122660699,2019-10-29T11:00:36-04:00,1,11
y0620,IN_TRANSIT_TO,1,42.37244,-71.1222927,2019-10-29T11:00:00-04:00,1,11
y0671,IN_TRANSIT_TO,1,42.41155707,-71.18175517,2019-10-29T11:00:40-04:00,1,11
y0635,IN_TRANSIT_TO,0,42.38027144,-71.1271318,2019-10-29T11:00:41-04:00,1,11
y0730,IN_TRANSIT_TO,1,42.36522681,-71.1043968,2019-10-29T11:00:37-04:00,1,11
y0667,IN_TRANSIT_TO,1,42.393607129,-71.134312679,2019-10-29T11:00:42-04:00,1,11
y1927,IN_TRANSIT_TO,0,42.38439,-71.07532,2019-10-29T10:59:27-04:00,1,10
y1923,IN_TRANSIT_TO,1,42.37845,-71.10573,2019-10-29T11:00:16-04:00,1,11
y1455,IN_TRANSIT_TO,0,42.34192004,-71.154262919,2019-10-29T11:00:41-04:00,1,11
y0717,IN_TRANSIT_TO,1,42.38397333,-71.0765601,2019-10-29T11:00:30-04:00,1,11
y1916,IN_TRANSIT_TO,0,42.38491,-71.0759,2019-10-29T10:59:57-04:00,1,10
y1446,IN_TRANSIT_TO,1,42.38576696,-71.07446961,2019-10-29T11:00:40-04:00,1,11
y0688,IN_TRANSIT_TO,1,42.39421981,-71.12102561,2019-10-29T11:00:41-04:00,1,11
y1457,IN_TRANSIT_TO,1,42.35840029,-71.0570466,2019-10-29T11:00:42-04:00,1,11
y1428,IN_TRANSIT_TO,0,42.38384,-71.0759,2019-10-29T10:59:14-04:00,1,10
y0532,IN_TRANSIT_TO,0,42.421325269,-71.133267789,2019-10-29T11:00:34-04:00,1,11
y0410,IN_TRANSIT_TO,1,42.40372832,-71.09982035,2019-10-29T11:00:42-04:00,1,11
y0422,IN_TRANSIT_TO,1,42.4287885,-71.08810686,2019-10-29T11:00:25-04:00,1,11
y0718,IN_TRANSIT_TO,0,42.41362972,-71.04942663,2019-10-29T11:00:40-04:00,1,11
y0674,IN_TRANSIT_TO,1,42.40780861,-71.05487557,2019-10-29T11:00:41-04:00,1,11
y0571,IN_TRANSIT_TO,1,42.40422284,-71.07866171,2019-10-29T11:00:41-04:00,1,11
y0444,IN_TRANSIT_TO,0,42.42571919,-71.06760523,2019-10-29T11:00:31-04:00,1,11
y1932,IN_TRANSIT_TO,1,42.39708,-71.03168,2019-10-29T10:52:17-04:00,1,10
y1912,IN_TRANSIT_TO,0,42.38703443,-71.0455218,2019-10-29T11:00:40-04:00,1,11
y1910,IN_TRANSIT_TO,0,42.39593808,-71.02851267,2019-10-29T11:00:40-04:00,1,11
y1422,IN_TRANSIT_TO,1,42.36323605,-71.058405789,2019-10-29T10:59:40-04:00,1,10
y1420,IN_TRANSIT_TO,1,42.40182298,-71.03494959,2019-10-29T11:00:40-04:00,1,11
y0690,IN_TRANSIT_TO,0,42.363253059,-71.0584351,2019-10-29T10:59:36-04:00,1,10
y0636,IN_TRANSIT_TO,0,42.399992099,-71.032877119,2019-10-29T11:00:40-04:00,1,11
y0616,IN_TRANSIT_TO,1,42.36726024,-71.0588664,2019-10-29T11:00:37-04:00,1,11
y0887,IN_TRANSIT_TO,1,42.39214284,-71.03556772,2019-10-29T11:00:40-04:00,1,11
y0880,IN_TRANSIT_TO,0,42.37069701,-71.03896571,2019-10-29T11:00:40-04:00,1,11
y0878,IN_TRANSIT_TO,1,42.41866387,-70.99149171,2019-10-29T11:00:40-04:00,1,11
y0752,IN_TRANSIT_TO,0,42.41656003,-71.00365071,2019-10-29T11:00:34-04:00,1,11
y0897,IN_TRANSIT_TO,0,42.39159139,-71.01022684,2019-10-29T11:00:42-04:00,1,11
y0892,IN_TRANSIT_TO,0,42.36917493,-71.03955264,2019-10-29T11:00:39-04:00,1,11
y0857,IN_TRANSIT_TO,1,42.37818692,-71.030246899,2019-10-29T11:00:41-04:00,1,11
y0411,IN_TRANSIT_TO,0,42.47409153,-71.10073096,2019-10-29T11:00:38-04:00,1,11
y0587,IN_TRANSIT_TO,1,42.506097769,-71.07872114,2019-10-29T11:00:39-04:00,1,11
y0909,IN_TRANSIT_TO,0,42.25254944,-71.00538082,2019-10-29T10:57:43-04:00,1,10
y0791,IN_TRANSIT_TO,0,42.27509177,-71.02873276,2019-10-29T11:00:41-04:00,1,11
y0781,IN_TRANSIT_TO,0,42.25036006,-70.99871989,2019-10-29T11:00:19-04:00,1,11
y0824,IN_TRANSIT_TO,0,42.19610255,-70.92694702,2019-10-29T11:00:41-04:00,1,11
y0816,IN_TRANSIT_TO,1,42.2486228,-70.984387839,2019-10-29T11:00:41-04:00,1,11
y0787,IN_TRANSIT_TO,0,42.211424059,-70.99379671,2019-10-29T11:00:40-04:00,1,11
y0902,IN_TRANSIT_TO,1,42.26844757,-71.09177017,2019-10-29T11:00:39-04:00,1,11
y1939,IN_TRANSIT_TO,1,42.45503,-71.15948,2019-10-29T10:51:55-04:00,1,10
y0605,IN_TRANSIT_TO,0,42.51087198,-71.20072554,2019-10-29T10:59:57-04:00,1,10
y0754,IN_TRANSIT_TO,0,42.40933156,-71.027029029,2019-10-29T11:00:40-04:00,1,11
y0738,IN_TRANSIT_TO,1,42.45833039,-70.9896176,2019-10-29T11:00:38-04:00,1,11
y0425,IN_TRANSIT_TO,1,42.4262785,-71.0739872,2019-10-29T10:59:31-04:00,1,10
y0408,IN_TRANSIT_TO,0,42.4520727,-71.02300022,2019-10-29T11:00:40-04:00,1,11
y0872,IN_TRANSIT_TO,0,42.52230186,-70.96771203,2019-10-29T11:00:40-04:00,1,11
y0686,IN_TRANSIT_TO,1,42.5215308,-70.96389771,2019-10-29T11:00:43-04:00,1,11
