id,current_status,direction_id,latitude,longitude,updated_at,day,time_slot
y1294,IN_TRANSIT_TO,1,42.34723159,-71.04100006,2019-11-05T11:00:15-05:00,1,11
y1128,IN_TRANSIT_TO,0,42.33001536,-71.06128448,2019-11-05T11:00:23-05:00,1,11
y1117,IN_TRANSIT_TO,1,42.33041766,-71.06322016,2019-11-05T11:00:30-05:00,1,11
y1291,IN_TRANSIT_TO,1,42.33320651,-71.08073462,2019-11-05T11:00:29-05:00,1,11
y1290,IN_TRANSIT_TO,1,42.33731518,-71.0758838,2019-11-05T11:00:32-05:00,1,11
y1283,IN_TRANSIT_TO,1,42.34846925,-71.06417807,2019-11-05T11:00:29-05:00,1,11
y1279,IN_TRANSIT_TO,0,42.34959482,-71.06373289,2019-11-05T11:00:27-05:00,1,11
y1275,IN_TRANSIT_TO,0,42.34734248,-71.0644038,2019-11-05T11:00:31-05:00,1,11
y1908,IN_TRANSIT_TO,0,42.37311,-71.11773,2019-11-05T11:00:21-05:00,1,11
y1906,IN_TRANSIT_TO,1,42.351284339,-71.08982897,2019-11-05T11:00:25-05:00,1,11
y1904,IN_TRANSIT_TO,0,42.34058283,-71.08162354,2019-11-05T11:00:28-05:00,1,11
y1873,IN_TRANSIT_TO,0,42.33524879,-71.07548918,2019-11-05T11:00:30-05:00,1,11
y1872,IN_TRANSIT_TO,0,42.37303,-71.11746,2019-11-05T11:00:00-05:00,1,11
y1860,IN_TRANSIT_TO,0,42.33368337,-71.08063275,2019-11-05T11:00:25-05:00,1,11
y1851,IN_TRANSIT_TO,0,42.36078485,-71.09578696,2019-11-05T11:00:25-05:00,1,11
y1833,IN_TRANSIT_TO,1,42.36337805,-71.10034489,2019-11-05T11:00:27-05:00,1,11
y1825,IN_TRANSIT_TO,1,42.331377809,-71.08248483,2019-11-05T11:00:26-05:00,1,11
y1822,IN_TRANSIT_TO,1,42.3321795,-71.08165049,2019-11-05T11:00:15-05:00,1,11
y1792,IN_TRANSIT_TO,1,42.34787474,-71.08802387,2019-11-05T11:00:30-05:00,1,11
y1883,IN_TRANSIT_TO,1,42.33381064,-71.076887539,2019-11-05T11:00:29-05:00,1,11
y1865,IN_TRANSIT_TO,1,42.335007679,-71.05541935,2019-11-05T11:00:26-05:00,1,11
y1861,IN_TRANSIT_TO,0,42.32825049,-71.061365699,2019-11-05T11:00:30-05:00,1,11
y1823,IN_TRANSIT_TO,0,42.31723,-71.04061,2019-11-05T11:00:26-05:00,1,11
y1751,IN_TRANSIT_TO,0,42.33245937,-71.084598869,2019-11-05T11:00:30-05:00,1,11
y1849,IN_TRANSIT_TO,0,42.33859719,-71.03188296,2019-11-05T11:00:18-05:00,1,11
y1763,IN_TRANSIT_TO,1,42.342660629,-71.06092488,2019-11-05T11:00:31-05:00,1,11
y1738,IN_TRANSIT_TO,0,42.35190089,-71.05624175,2019-11-05T11:00:29-05:00,1,11
y1863,IN_TRANSIT_TO,0,42.32715,-71.0619,2019-11-05T11:00:30-05:00,1,11
y1854,IN_TRANSIT_TO,1,42.30448813,-71.096179219,2019-11-05T11:00:31-05:00,1,11
y1787,IN_TRANSIT_TO,0,42.301236529,-71.105349309,2019-11-05T11:00:31-05:00,1,11
y1758,IN_TRANSIT_TO,1,42.330235809,-71.06081432,2019-11-05T11:00:26-05:00,1,11
y1770,IN_TRANSIT_TO,1,42.316098529,-71.08296799,2019-11-05T11:00:32-05:00,1,11
y1886,IN_TRANSIT_TO,1,42.291100999,-71.071695649,2019-11-05T11:00:36-05:00,1,11
y1838,IN_TRANSIT_TO,0,42.29138,-71.07165,2019-11-05T11:00:38-05:00,1,11
y1830,IN_TRANSIT_TO,1,42.329033959,-71.0842878,2019-11-05T11:00:33-05:00,1,11
y1800,IN_TRANSIT_TO,1,42.2839071,-71.064800559,2019-11-05T11:00:38-05:00,1,11
y1799,IN_TRANSIT_TO,0,42.29153287,-71.07172378,2019-11-05T11:00:37-05:00,1,11
y1793,IN_TRANSIT_TO,1,42.33223751,-71.09350808,2019-11-05T11:00:35-05:00,1,11
y1788,IN_TRANSIT_TO,1,42.3255373,-71.08326478,2019-11-05T11:00:33-05:00,1,11
y1733,IN_TRANSIT_TO,1,42.32838187,-71.08328017,2019-11-05T11:00:16-05:00,1,11
y1716,IN_TRANSIT_TO,1,42.31569202,-71.0831989,2019-11-05T11:00:35-05:00,1,11
y1631,IN_TRANSIT_TO,0,42.26913972,-71.09156081,2019-11-05T11:00:29-05:00,1,11
y1673,IN_TRANSIT_TO,1,42.27524705,-71.1107201,2019-11-05T11:00:36-05:00,1,11
y1657,IN_TRANSIT_TO,1,42.30370081,-71.10987933,2019-11-05T10:56:43-05:00,1,10
y1686,IN_TRANSIT_TO,0,42.26810624,-71.09300695,2019-11-05T11:00:34-05:00,1,11
y1644,IN_TRANSIT_TO,0,42.28687849,-71.130872149,2019-11-05T11:00:37-05:00,1,11
y1604,IN_TRANSIT_TO,1,42.282474589,-71.15745818,2019-11-05T11:00:37-05:00,1,11
y1668,IN_TRANSIT_TO,0,42.28169872,-71.1480199,2019-11-05T11:00:36-05:00,1,11
y1687,IN_TRANSIT_TO,0,42.33023671,-71.09111907,2019-11-05T10:59:32-05:00,1,10
y1670,IN_TRANSIT_TO,1,42.32292329,-71.10097602,2019-11-05T11:00:36-05:00,1,11
y1643,IN_TRANSIT_TO,1,42.32041958,-71.05201737,2019-11-05T11:00:34-05:00,1,11
y1816,IN_TRANSIT_TO,1,42.33661,-71.08853,2019-11-05T11:00:18-05:00,1,11
y1759,IN_TRANSIT_TO,1,42.32266965,-71.08473829,2019-11-05T11:00:15-05:00,1,11
y1741,IN_TRANSIT_TO,0,42.32957347,-71.08362439,2019-11-05T11:00:35-05:00,1,11
y1734,IN_TRANSIT_TO,0,42.32273043,-71.0985628,2019-11-05T11:00:27-05:00,1,11
y1641,IN_TRANSIT_TO,1,42.28391,-71.13086,2019-11-05T11:00:12-05:00,1,11
y0547,IN_TRANSIT_TO,0,42.35087336,-71.06564219,2019-11-05T11:00:32-05:00,1,11
y0562,IN_TRANSIT_TO,1,42.34299965,-71.205977669,2019-11-05T11:00:33-05:00,1,11
