id,current_status,direction_id,latitude,longitude,updated_at,day,time_slot
y1118,IN_TRANSIT_TO,1,42.34813978,-71.04219623,2019-11-01T19:00:39-04:00,4,19
y1117,IN_TRANSIT_TO,0,42.37564898,-71.02867953,2019-11-01T19:00:50-04:00,4,19
y1115,IN_TRANSIT_TO,0,42.39411538,-71.028529969,2019-11-01T19:00:50-04:00,4,19
y1113,IN_TRANSIT_TO,1,42.3471644,-71.0387766,2019-11-01T18:59:57-04:00,4,18
y1109,IN_TRANSIT_TO,1,42.37153115,-71.02808082,2019-11-01T19:00:50-04:00,4,19
y1108,IN_TRANSIT_TO,1,42.39395229,-71.02832752,2019-11-01T19:00:48-04:00,4,19
y1102,IN_TRANSIT_TO,0,42.3966836,-71.0402544,2019-11-01T19:00:09-04:00,4,19
y1843,IN_TRANSIT_TO,1,42.35574238,-71.10377744,2019-11-01T19:00:51-04:00,4,19
y1753,IN_TRANSIT_TO,1,42.3487876,-71.10844952,2019-11-01T19:00:52-04:00,4,19
y0592,IN_TRANSIT_TO,0,42.38437203,-71.07641845,2019-11-01T19:00:43-04:00,4,19
y0500,IN_TRANSIT_TO,0,42.34977419,-71.109316,2019-11-01T19:00:50-04:00,4,19
y0447,IN_TRANSIT_TO,0,42.3832884,-71.0761181,2019-11-01T19:00:22-04:00,4,19
y0479,IN_TRANSIT_TO,1,42.34569567,-71.03821402,2019-11-01T19:00:52-04:00,4,19
y1906,IN_TRANSIT_TO,1,42.338593629,-71.0507442,2019-11-01T19:00:50-04:00,4,19
y1825,IN_TRANSIT_TO,1,42.34939692,-71.07998056,2019-11-01T19:00:48-04:00,4,19
y1822,IN_TRANSIT_TO,0,42.33529996,-71.04257577,2019-11-01T19:00:47-04:00,4,19
y1821,IN_TRANSIT_TO,1,42.335563239,-71.04583906,2019-11-01T19:00:51-04:00,4,19
y1786,IN_TRANSIT_TO,0,42.35102965,-71.07017253,2019-11-01T19:00:51-04:00,4,19
y1766,IN_TRANSIT_TO,0,42.33569734,-71.02992309,2019-11-01T19:00:46-04:00,4,19
y1764,IN_TRANSIT_TO,1,42.34330568,-71.063723909,2019-11-01T19:00:06-04:00,4,19
y1756,IN_TRANSIT_TO,0,42.3447477,-71.06194631,2019-11-01T19:00:49-04:00,4,19
y1735,IN_TRANSIT_TO,0,42.33867,-71.03171,2019-11-01T19:00:25-04:00,4,19
y1657,IN_TRANSIT_TO,1,42.322709279,-71.09872922,2019-11-01T19:00:48-04:00,4,19
y1635,IN_TRANSIT_TO,0,42.32022287,-71.08165377,2019-11-01T19:00:50-04:00,4,19
y1865,IN_TRANSIT_TO,0,42.334618919,-71.05700287,2019-11-01T19:00:45-04:00,4,19
y1858,IN_TRANSIT_TO,0,42.3072,-71.05848,2019-11-01T19:00:45-04:00,4,19
y1828,IN_TRANSIT_TO,0,42.32888265,-71.05688892,2019-11-01T19:00:51-04:00,4,19
y1810,IN_TRANSIT_TO,1,42.308852379,-71.06414215,2019-11-01T19:00:43-04:00,4,19
y1704,IN_TRANSIT_TO,1,42.30307,-71.11008,2019-11-01T18:59:52-04:00,4,18
y1696,IN_TRANSIT_TO,1,42.29301905,-71.09622896,2019-11-01T19:00:46-04:00,4,19
y1668,IN_TRANSIT_TO,0,42.28053456,-71.065774559,2019-11-01T19:00:52-04:00,4,19
y1663,IN_TRANSIT_TO,0,42.2798146,-71.06637625,2019-11-01T19:00:50-04:00,4,19
y1714,IN_TRANSIT_TO,0,42.26868787,-71.09238469,2019-11-01T19:00:46-04:00,4,19
y1666,IN_TRANSIT_TO,0,42.24932165,-71.11703703,2019-11-01T19:00:47-04:00,4,19
y1651,IN_TRANSIT_TO,1,42.287,-71.13051,2019-11-01T19:00:16-04:00,4,19
y1271,IN_TRANSIT_TO,0,42.32037631,-71.08171084,2019-11-01T19:00:50-04:00,4,19
y1269,IN_TRANSIT_TO,0,42.26636608,-71.09372469,2019-11-01T19:00:52-04:00,4,19
y1267,IN_TRANSIT_TO,0,42.2672,-71.09164,2019-11-01T19:00:24-04:00,4,19
y1262,IN_TRANSIT_TO,1,42.29981535,-71.08633622,2019-11-01T19:00:53-04:00,4,19
y1261,IN_TRANSIT_TO,1,42.33689,-71.08968,2019-11-01T19:00:20-04:00,4,19
y1260,IN_TRANSIT_TO,0,42.301547139,-71.085889589,2019-11-01T19:00:51-04:00,4,19
y1258,IN_TRANSIT_TO,0,42.30965,-71.08273,2019-11-01T19:00:42-04:00,4,19
y1256,IN_TRANSIT_TO,1,42.33432502,-71.08979502,2019-11-01T19:00:49-04:00,4,19
y1251,IN_TRANSIT_TO,0,42.32615844,-71.07236205,2019-11-01T19:00:50-04:00,4,19
y1214,IN_TRANSIT_TO,1,42.33587401,-71.090502789,2019-11-01T19:00:52-04:00,4,19
y1684,IN_TRANSIT_TO,1,42.285702639,-71.09311442,2019-11-01T19:00:50-04:00,4,19
y1683,IN_TRANSIT_TO,0,42.29299397,-71.09649307,2019-11-01T19:00:47-04:00,4,19
y1678,IN_TRANSIT_TO,0,42.27311009,-71.093762389,2019-11-01T19:00:50-04:00,4,19
y1642,IN_TRANSIT_TO,0,42.2672365,-71.09320421,2019-11-01T19:00:50-04:00,4,19
y1620,IN_TRANSIT_TO,1,42.30001,-71.11368,2019-11-01T19:00:15-04:00,4,19
y1708,IN_TRANSIT_TO,0,42.251473339,-71.1693992,2019-11-01T19:00:52-04:00,4,19
y1653,IN_TRANSIT_TO,1,42.29218869,-71.12200276,2019-11-01T19:00:50-04:00,4,19
y1605,IN_TRANSIT_TO,0,42.279680849,-71.13537722,2019-11-01T19:00:48-04:00,4,19
y1662,IN_TRANSIT_TO,1,42.29270203,-71.12135373,2019-11-01T19:00:41-04:00,4,19
y1641,IN_TRANSIT_TO,1,42.28604868,-71.14354312,2019-11-01T19:00:43-04:00,4,19
y1638,IN_TRANSIT_TO,1,42.30013496,-71.11346646,2019-11-01T19:00:45-04:00,4,19
y1634,IN_TRANSIT_TO,0,42.27606,-71.16687,2019-11-01T19:00:25-04:00,4,19
y1627,IN_TRANSIT_TO,1,42.29245293,-71.12170425,2019-11-01T19:00:47-04:00,4,19
y1272,IN_TRANSIT_TO,0,42.34750862,-71.07442379,2019-11-01T19:00:27-04:00,4,19
y1268,IN_TRANSIT_TO,0,42.326548589,-71.11141222,2019-11-01T19:00:52-04:00,4,19
y1266,IN_TRANSIT_TO,1,42.34591913,-71.08379016,2019-11-01T19:00:44-04:00,4,19
y1263,IN_TRANSIT_TO,1,42.30641683,-71.11505375,2019-11-01T19:00:43-04:00,4,19
y1255,IN_TRANSIT_TO,0,42.319799269,-71.11167309,2019-11-01T19:00:50-04:00,4,19
y1220,IN_TRANSIT_TO,0,42.29969266,-71.11407647,2019-11-01T19:00:49-04:00,4,19
y1215,IN_TRANSIT_TO,0,42.302404019,-71.11450425,2019-11-01T19:00:43-04:00,4,19
y1213,IN_TRANSIT_TO,0,42.348642019,-71.071890909,2019-11-01T19:00:52-04:00,4,19
y1210,IN_TRANSIT_TO,0,42.3014299,-71.1144255,2019-11-01T19:00:46-04:00,4,19
y1205,IN_TRANSIT_TO,1,42.33594933,-71.09965973,2019-11-01T19:00:51-04:00,4,19
y1204,IN_TRANSIT_TO,0,42.33982297,-71.09061863,2019-11-01T19:00:45-04:00,4,19
y1669,IN_TRANSIT_TO,1,42.32916,-71.08392,2019-11-01T19:00:19-04:00,4,19
y1645,IN_TRANSIT_TO,0,42.30409,-71.10952,2019-11-01T19:00:00-04:00,4,19
y1909,IN_TRANSIT_TO,1,42.33240823,-71.07240986,2019-11-01T19:00:44-04:00,4,19
y1905,IN_TRANSIT_TO,0,42.31010218,-71.0821622,2019-11-01T19:00:44-04:00,4,19
y1870,IN_TRANSIT_TO,0,42.30227,-71.08654,2019-11-01T18:59:58-04:00,4,18
y1862,IN_TRANSIT_TO,0,42.32905272,-71.08487423,2019-11-01T19:00:43-04:00,4,19
y1842,IN_TRANSIT_TO,1,42.32561429,-71.07511863,2019-11-01T19:00:51-04:00,4,19
y1732,IN_TRANSIT_TO,1,42.33618459,-71.09033809,2019-11-01T19:00:51-04:00,4,19
y1660,IN_TRANSIT_TO,1,42.32673072,-71.14294551,2019-11-01T19:00:58-04:00,4,19
y1614,IN_TRANSIT_TO,0,42.294369449,-71.16028865,2019-11-01T19:00:59-04:00,4,19
y1600,IN_TRANSIT_TO,1,42.294763839,-71.132211179,2019-11-01T19:01:01-04:00,4,19
y1873,IN_TRANSIT_TO,0,42.34913446,-71.15238193,2019-11-01T19:00:55-04:00,4,19
y0576,IN_TRANSIT_TO,0,42.35079268,-71.11204605,2019-11-01T19:00:57-04:00,4,19
y0574,IN_TRANSIT_TO,1,42.362898,-71.1861025,2019-11-01T18:58:50-04:00,4,18
y0570,IN_TRANSIT_TO,1,42.3491137,-71.1537384,2019-11-01T19:00:32-04:00,4,19
y0562,IN_TRANSIT_TO,0,42.3507306,-71.1682715,2019-11-01T19:00:54-04:00,4,19
y0473,IN_TRANSIT_TO,1,42.34899426,-71.09562122,2019-11-01T19:00:57-04:00,4,19
y0465,IN_TRANSIT_TO,1,42.3489865,-71.1514489,2019-11-01T19:00:53-04:00,4,19
y0489,IN_TRANSIT_TO,0,42.33171859,-71.11660712,2019-11-01T19:00:30-04:00,4,19
y0481,IN_TRANSIT_TO,0,42.33172332,-71.116501229,2019-11-01T19:00:21-04:00,4,19
y0456,IN_TRANSIT_TO,1,42.33776891,-71.108318679,2019-11-01T19:00:56-04:00,4,19
y0503,IN_TRANSIT_TO,0,42.342260279,-71.14012613,2019-11-01T19:00:57-04:00,4,19
y0457,IN_TRANSIT_TO,0,42.3321255,-71.1146558,2019-11-01T19:00:50-04:00,4,19
y0649,IN_TRANSIT_TO,0,42.37260132,-71.10942599,2019-11-01T19:00:59-04:00,4,19
y0717,IN_TRANSIT_TO,0,42.411485499,-71.23562818,2019-11-01T19:01:00-04:00,4,19
y0711,IN_TRANSIT_TO,1,42.365320769,-71.18458003,2019-11-01T19:01:00-04:00,4,19
y0617,IN_TRANSIT_TO,0,42.3765299,-71.234763939,2019-11-01T19:00:44-04:00,4,19
y0608,IN_TRANSIT_TO,1,42.365336059,-71.10425033,2019-11-01T19:00:57-04:00,4,19
y4125,IN_TRANSIT_TO,0,42.379212059,-71.17201103,2019-11-01T19:00:55-04:00,4,19
y4123,IN_TRANSIT_TO,1,42.38763736,-71.19117935,2019-11-01T19:00:11-04:00,4,19
y4120,IN_TRANSIT_TO,1,42.37522451,-71.14204456,2019-11-01T19:01:00-04:00,4,19
y4119,IN_TRANSIT_TO,0,42.38731766,-71.19034295,2019-11-01T19:00:57-04:00,4,19
y4113,IN_TRANSIT_TO,1,42.3729236,-71.1223174,2019-11-01T19:00:02-04:00,4,19
y4112,IN_TRANSIT_TO,0,42.387334,-71.1904449,2019-11-01T19:00:32-04:00,4,19
y4110,IN_TRANSIT_TO,0,42.37605403,-71.15780592,2019-11-01T19:00:59-04:00,4,19
y4109,IN_TRANSIT_TO,0,42.3781925,-71.1702929,2019-11-01T19:00:52-04:00,4,19
y4103,IN_TRANSIT_TO,1,42.37753641,-71.16857053,2019-11-01T19:00:58-04:00,4,19
y0669,IN_TRANSIT_TO,1,42.37267904,-71.12304019,2019-11-01T19:00:55-04:00,4,19
y1447,IN_TRANSIT_TO,0,42.45807,-71.26666,2019-11-01T19:00:44-04:00,4,19
y0753,IN_TRANSIT_TO,1,42.415286809,-71.19549245,2019-11-01T19:00:59-04:00,4,19
y0636,IN_TRANSIT_TO,0,42.41740499,-71.20098653,2019-11-01T19:00:53-04:00,4,19
y1927,IN_TRANSIT_TO,1,42.41605,-71.15597,2019-11-01T18:51:20-04:00,4,18
y1449,IN_TRANSIT_TO,0,42.42474399,-71.18519245,2019-11-01T19:00:59-04:00,4,19
y1433,IN_TRANSIT_TO,0,42.41081353,-71.17895466,2019-11-01T19:00:59-04:00,4,19
y1925,IN_TRANSIT_TO,1,42.40861,-71.13722,2019-11-01T18:59:53-04:00,4,18
y0713,IN_TRANSIT_TO,1,42.38149829,-71.10058636,2019-11-01T19:00:56-04:00,4,19
y0712,IN_TRANSIT_TO,0,42.38897094,-71.116360279,2019-11-01T19:00:53-04:00,4,19
y0659,IN_TRANSIT_TO,1,42.37088181,-71.07664347,2019-11-01T19:00:59-04:00,4,19
