id,current_status,direction_id,latitude,longitude,updated_at,day,time_slot
y1131,IN_TRANSIT_TO,1,42.37430425,-71.02967535,2019-11-02T18:00:30-04:00,5,18
y1123,IN_TRANSIT_TO,0,42.3966469,-71.0406308,2019-11-02T17:59:31-04:00,5,17
y1121,IN_TRANSIT_TO,0,42.334868669,-71.061249059,2019-11-02T18:00:31-04:00,5,18
y1117,IN_TRANSIT_TO,0,42.39584787,-71.035963229,2019-11-02T18:00:32-04:00,5,18
y1115,IN_TRANSIT_TO,1,42.34718793,-71.038718869,2019-11-02T18:00:30-04:00,5,18
y1113,IN_TRANSIT_TO,0,42.3467135,-71.0373426,2019-11-02T17:58:16-04:00,5,17
y1108,IN_TRANSIT_TO,0,42.35246731,-71.04710214,2019-11-02T18:00:29-04:00,5,18
y1861,IN_TRANSIT_TO,1,42.34353,-71.06441,2019-11-02T18:00:34-04:00,5,18
y1821,IN_TRANSIT_TO,0,42.34959,-71.06972,2019-11-02T18:00:32-04:00,5,18
y1810,IN_TRANSIT_TO,0,42.33576,-71.0253,2019-11-02T18:00:31-04:00,5,18
y1712,IN_TRANSIT_TO,0,42.284955949,-71.12579632,2019-11-02T18:00:26-04:00,5,18
y1637,IN_TRANSIT_TO,0,42.28634822,-71.12803699,2019-11-02T18:00:30-04:00,5,18
y1616,IN_TRANSIT_TO,0,42.32931377,-71.08597356,2019-11-02T18:00:28-04:00,5,18
y1903,IN_TRANSIT_TO,1,42.30138594,-71.06793333,2019-11-02T18:00:26-04:00,5,18
y1866,IN_TRANSIT_TO,1,42.33031,-71.05771,2019-11-02T17:59:52-04:00,5,17
y1639,IN_TRANSIT_TO,0,42.29585212,-71.09931221,2019-11-02T18:00:32-04:00,5,18
y1685,IN_TRANSIT_TO,0,42.24840454,-71.116944399,2019-11-02T18:00:32-04:00,5,18
y1636,IN_TRANSIT_TO,1,42.28409,-71.06395,2019-11-02T18:00:27-04:00,5,18
y1271,IN_TRANSIT_TO,0,42.28982792,-71.08969866,2019-11-02T18:00:31-04:00,5,18
y1268,IN_TRANSIT_TO,1,42.26865489,-71.09362526,2019-11-02T18:00:20-04:00,5,18
y1266,IN_TRANSIT_TO,1,42.32334,-71.08248,2019-11-02T18:00:36-04:00,5,18
y1263,IN_TRANSIT_TO,0,42.29194674,-71.08910466,2019-11-02T18:00:31-04:00,5,18
y1261,IN_TRANSIT_TO,1,42.29589725,-71.08749647,2019-11-02T18:00:19-04:00,5,18
y1258,IN_TRANSIT_TO,1,42.32852478,-71.08336105,2019-11-02T18:00:27-04:00,5,18
y1205,IN_TRANSIT_TO,0,42.3309938,-71.089758,2019-11-02T18:00:33-04:00,5,18
y1203,IN_TRANSIT_TO,0,42.27426573,-71.0937536,2019-11-02T18:00:30-04:00,5,18
y1200,IN_TRANSIT_TO,0,42.30212519,-71.08570895,2019-11-02T18:00:31-04:00,5,18
y1689,IN_TRANSIT_TO,1,42.29227704,-71.09599409,2019-11-02T18:00:30-04:00,5,18
y1652,IN_TRANSIT_TO,0,42.27263,-71.09372,2019-11-02T18:00:35-04:00,5,18
y1641,IN_TRANSIT_TO,0,42.27343217,-71.09366128,2019-11-02T18:00:28-04:00,5,18
y1704,IN_TRANSIT_TO,0,42.29195918,-71.12225355,2019-11-02T18:00:32-04:00,5,18
y1702,IN_TRANSIT_TO,0,42.275506819,-71.14036789,2019-11-02T18:00:11-04:00,5,18
y1678,IN_TRANSIT_TO,1,42.275,-71.14088,2019-11-02T18:00:25-04:00,5,18
y1608,IN_TRANSIT_TO,1,42.29004828,-71.12430073,2019-11-02T18:00:32-04:00,5,18
y1267,IN_TRANSIT_TO,0,42.34172058,-71.08616936,2019-11-02T18:00:32-04:00,5,18
y1262,IN_TRANSIT_TO,0,42.34977451,-71.07235215,2019-11-02T18:00:30-04:00,5,18
y1260,IN_TRANSIT_TO,1,42.33430759,-71.104217899,2019-11-02T18:00:30-04:00,5,18
y1259,IN_TRANSIT_TO,0,42.30260316,-71.11451594,2019-11-02T18:00:31-04:00,5,18
y1253,IN_TRANSIT_TO,0,42.299303,-71.11453315,2019-11-02T18:00:27-04:00,5,18
y1251,IN_TRANSIT_TO,1,42.34553673,-71.08198378,2019-11-02T18:00:31-04:00,5,18
y1217,IN_TRANSIT_TO,1,42.3481664,-71.073997,2019-11-02T18:00:31-04:00,5,18
y1216,IN_TRANSIT_TO,0,42.31981315,-71.11173485,2019-11-02T18:00:27-04:00,5,18
y1681,IN_TRANSIT_TO,0,42.31717504,-71.09690324,2019-11-02T18:00:30-04:00,5,18
y1601,IN_TRANSIT_TO,1,42.3029,-71.11018,2019-11-02T18:00:29-04:00,5,18
y1899,IN_TRANSIT_TO,0,42.33660529,-71.089835649,2019-11-02T18:00:32-04:00,5,18
y1880,IN_TRANSIT_TO,1,42.310201269,-71.082112809,2019-11-02T18:00:31-04:00,5,18
y1745,IN_TRANSIT_TO,0,42.33609803,-71.0999647,2019-11-02T18:00:29-04:00,5,18
y1741,IN_TRANSIT_TO,0,42.32362265,-71.0762138,2019-11-02T18:00:24-04:00,5,18
y1699,IN_TRANSIT_TO,1,42.29995468,-71.1145491,2019-11-02T18:00:22-04:00,5,18
y1895,IN_TRANSIT_TO,1,42.35317594,-71.13838399,2019-11-02T18:00:30-04:00,5,18
y1889,IN_TRANSIT_TO,0,42.35015091,-71.10683353,2019-11-02T18:00:26-04:00,5,18
y1875,IN_TRANSIT_TO,0,42.34912016,-71.15409967,2019-11-02T18:00:30-04:00,5,18
y1867,IN_TRANSIT_TO,0,42.349377699,-71.149206,2019-11-02T18:00:29-04:00,5,18
y1839,IN_TRANSIT_TO,1,42.35324147,-71.13792234,2019-11-02T18:00:25-04:00,5,18
y1836,IN_TRANSIT_TO,0,42.3641,-71.18559,2019-11-02T18:00:34-04:00,5,18
y1801,IN_TRANSIT_TO,1,42.35149255,-71.17375337,2019-11-02T18:00:32-04:00,5,18
y1790,IN_TRANSIT_TO,0,42.34971229,-71.14834213,2019-11-02T18:00:32-04:00,5,18
y1884,IN_TRANSIT_TO,1,42.335279239,-71.11104282,2019-11-02T18:00:32-04:00,5,18
y1794,IN_TRANSIT_TO,0,42.32556412,-71.12057984,2019-11-02T18:00:31-04:00,5,18
y1779,IN_TRANSIT_TO,1,42.33774965,-71.10848715,2019-11-02T18:00:30-04:00,5,18
y0727,IN_TRANSIT_TO,0,42.37703964,-71.2314062,2019-11-02T18:00:29-04:00,5,18
y0680,IN_TRANSIT_TO,1,42.3664852,-71.1862188,2019-11-02T18:00:24-04:00,5,18
y0613,IN_TRANSIT_TO,1,42.3647067,-71.10277881,2019-11-02T18:00:20-04:00,5,18
y1939,IN_TRANSIT_TO,1,42.38281,-71.18053,2019-11-02T17:59:52-04:00,5,17
y1927,IN_TRANSIT_TO,0,42.3872,-71.19062,2019-11-02T17:59:41-04:00,5,17
y1439,IN_TRANSIT_TO,0,42.37502811,-71.13500726,2019-11-02T18:00:31-04:00,5,18
y0657,IN_TRANSIT_TO,1,42.3753009,-71.144346549,2019-11-02T18:00:30-04:00,5,18
y1447,IN_TRANSIT_TO,1,42.5015179,-71.27225619,2019-11-02T18:00:30-04:00,5,18
y1407,IN_TRANSIT_TO,1,42.39700204,-71.14329682,2019-11-02T18:00:31-04:00,5,18
y0674,IN_TRANSIT_TO,1,42.37510504,-71.08504208,2019-11-02T18:00:31-04:00,5,18
y0669,IN_TRANSIT_TO,0,42.4037487,-71.128185,2019-11-02T18:00:32-04:00,5,18
y0649,IN_TRANSIT_TO,1,42.39628991,-71.122726119,2019-11-02T18:00:30-04:00,5,18
y1409,IN_TRANSIT_TO,1,42.38671252,-71.098469969,2019-11-02T18:00:29-04:00,5,18
y1425,IN_TRANSIT_TO,1,42.38441327,-71.07502413,2019-11-02T18:00:35-04:00,5,18
y0684,IN_TRANSIT_TO,1,42.35713611,-71.05700791,2019-11-02T18:00:36-04:00,5,18
y0666,IN_TRANSIT_TO,0,42.38498684,-71.07286922,2019-11-02T18:00:41-04:00,5,18
y1932,IN_TRANSIT_TO,0,42.38845,-71.11943,2019-11-02T17:59:50-04:00,5,17
y0695,IN_TRANSIT_TO,1,42.418538339,-71.10750842,2019-11-02T18:00:32-04:00,5,18
y0698,IN_TRANSIT_TO,1,42.41184031,-71.08505538,2019-11-02T18:00:42-04:00,5,18
y0604,IN_TRANSIT_TO,1,42.3842263,-71.0765994,2019-11-02T18:00:35-04:00,5,18
y1424,IN_TRANSIT_TO,0,42.40274414,-71.05967749,2019-11-02T18:00:39-04:00,5,18
y0670,IN_TRANSIT_TO,1,42.42069223,-71.04381797,2019-11-02T18:00:36-04:00,5,18
y1440,IN_TRANSIT_TO,1,42.40497526,-71.05741685,2019-11-02T18:00:42-04:00,5,18
y1431,IN_TRANSIT_TO,0,42.40308737,-71.03908886,2019-11-02T18:00:39-04:00,5,18
y0712,IN_TRANSIT_TO,1,42.3944972,-71.033592,2019-11-02T18:00:40-04:00,5,18
y0747,IN_TRANSIT_TO,0,42.4129292,-70.9917111,2019-11-02T18:00:21-04:00,5,18
y0741,IN_TRANSIT_TO,1,42.41292,-70.9911966,2019-11-02T17:58:58-04:00,5,17
y1925,IN_TRANSIT_TO,0,42.42999,-71.12986,2019-11-02T18:00:22-04:00,5,18
y0700,IN_TRANSIT_TO,0,42.5217723,-71.1589804,2019-11-02T18:00:41-04:00,5,18
y0692,IN_TRANSIT_TO,1,42.4024653,-71.0757457,2019-11-02T17:57:14-04:00,5,17
y0628,IN_TRANSIT_TO,1,42.40275576,-71.07556622,2019-11-02T17:58:05-04:00,5,17
y0779,IN_TRANSIT_TO,0,42.274537209,-71.03018553,2019-11-02T18:00:37-04:00,5,18
y0819,IN_TRANSIT_TO,1,42.246650449,-71.0327338,2019-11-02T18:00:40-04:00,5,18
y0812,IN_TRANSIT_TO,0,42.24578044,-71.000405679,2019-11-02T18:00:38-04:00,5,18
y0806,IN_TRANSIT_TO,1,42.25003024,-70.99475497,2019-11-02T18:00:40-04:00,5,18
y0760,IN_TRANSIT_TO,0,42.25505669,-70.89591138,2019-11-02T18:00:39-04:00,5,18
y0795,IN_TRANSIT_TO,1,42.24268165,-70.99563944,2019-11-02T18:00:41-04:00,5,18
y0783,IN_TRANSIT_TO,0,42.223653769,-70.96903313,2019-11-02T18:00:40-04:00,5,18
y0778,IN_TRANSIT_TO,0,42.2501307,-71.0027514,2019-11-02T17:59:57-04:00,5,17
y0759,IN_TRANSIT_TO,0,42.2441118,-71.0030631,2019-11-02T18:00:38-04:00,5,18
y0714,IN_TRANSIT_TO,0,42.42333715,-70.98413392,2019-11-02T18:00:15-04:00,5,18
y0887,IN_TRANSIT_TO,1,42.43292698,-70.9961309,2019-11-02T18:00:40-04:00,5,18
y0686,IN_TRANSIT_TO,0,42.476538069,-70.949510419,2019-11-02T18:00:40-04:00,5,18
y3001,STOPPED_AT,1,42.382503509521484,-70.99180603027344,2019-11-02T18:00:44-04:00,5,18
y3000,STOPPED_AT,0,42.3607063293457,-70.97089385986328,2019-11-02T17:59:33-04:00,5,17
y1126,IN_TRANSIT_TO,1,42.347458209,-71.040971479,2019-11-02T18:01:50-04:00,5,18
y1122,IN_TRANSIT_TO,1,42.3525062,-71.0551112,2019-11-02T18:01:14-04:00,5,18
y1121,IN_TRANSIT_TO,0,42.333879,-71.06421024,2019-11-02T18:01:52-04:00,5,18
y1120,IN_TRANSIT_TO,0,42.34776053,-71.043105339,2019-11-02T18:01:48-04:00,5,18
y1111,IN_TRANSIT_TO,1,42.368583,-71.02366976,2019-11-02T18:01:53-04:00,5,18
y1288,IN_TRANSIT_TO,1,42.34477166,-71.06551413,2019-11-02T18:01:40-04:00,5,18
y1277,IN_TRANSIT_TO,0,42.35073,-71.05966,2019-11-02T18:01:47-04:00,5,18
y1275,IN_TRANSIT_TO,0,42.35085165,-71.06268172,2019-11-02T18:01:51-04:00,5,18
y1793,IN_TRANSIT_TO,0,42.33725869,-71.03551797,2019-11-02T18:01:53-04:00,5,18
y1849,IN_TRANSIT_TO,1,42.32873426,-71.06847804,2019-11-02T18:01:51-04:00,5,18
y1825,IN_TRANSIT_TO,0,42.33264743,-71.05129369,2019-11-02T18:01:52-04:00,5,18
y1777,IN_TRANSIT_TO,0,42.33650315,-71.02505492,2019-11-02T18:01:46-04:00,5,18
y1770,IN_TRANSIT_TO,1,42.33588714,-71.07006681,2019-11-02T18:01:47-04:00,5,18
y1886,IN_TRANSIT_TO,1,42.33604925,-71.08944549,2019-11-02T18:01:52-04:00,5,18
y1874,IN_TRANSIT_TO,0,42.31136586,-71.06287123,2019-11-02T18:01:51-04:00,5,18
y1845,IN_TRANSIT_TO,1,42.319934459,-71.07098147,2019-11-02T18:01:53-04:00,5,18
y1842,IN_TRANSIT_TO,1,42.33393839,-71.09037123,2019-11-02T18:01:52-04:00,5,18
y1827,IN_TRANSIT_TO,0,42.32955066,-71.08422257,2019-11-02T18:00:55-04:00,5,18
y1799,IN_TRANSIT_TO,0,42.306410319,-71.05865873,2019-11-02T18:01:51-04:00,5,18
y1879,IN_TRANSIT_TO,0,42.32944358,-71.05697505,2019-11-02T18:01:51-04:00,5,18
y1890,IN_TRANSIT_TO,0,42.31503696,-71.097691029,2019-11-02T18:01:43-04:00,5,18
y1873,IN_TRANSIT_TO,1,42.2888398,-71.06679429,2019-11-02T18:01:52-04:00,5,18
y1840,IN_TRANSIT_TO,1,42.32806703,-71.09712403,2019-11-02T18:01:41-04:00,5,18
y1835,IN_TRANSIT_TO,0,42.33752895,-71.09499596,2019-11-02T18:01:47-04:00,5,18
y1808,IN_TRANSIT_TO,1,42.29446542,-71.08641979,2019-11-02T18:01:50-04:00,5,18
y1778,IN_TRANSIT_TO,0,42.306702059,-71.087739869,2019-11-02T18:01:51-04:00,5,18
y1750,IN_TRANSIT_TO,0,42.29448028,-71.08667038,2019-11-02T18:01:52-04:00,5,18
y1658,IN_TRANSIT_TO,0,42.28432,-71.06412,2019-11-02T18:01:12-04:00,5,18
y1713,IN_TRANSIT_TO,1,42.2768778,-71.11948469,2019-11-02T18:01:53-04:00,5,18
y1692,IN_TRANSIT_TO,1,42.29962346,-71.1137143,2019-11-02T18:01:51-04:00,5,18
y1672,IN_TRANSIT_TO,0,42.26421464,-71.12139073,2019-11-02T18:01:46-04:00,5,18
y1606,IN_TRANSIT_TO,0,42.23753,-71.13261,2019-11-02T18:01:26-04:00,5,18
y1673,IN_TRANSIT_TO,1,42.278027739,-71.13713047,2019-11-02T18:01:51-04:00,5,18
y1668,IN_TRANSIT_TO,0,42.180358589,-71.20481234,2019-11-02T18:01:10-04:00,5,18
y1666,IN_TRANSIT_TO,1,42.30321636,-71.10966945,2019-11-02T18:00:03-04:00,5,18
y1605,IN_TRANSIT_TO,0,42.21901874,-71.18824312,2019-11-02T18:01:51-04:00,5,18
y1665,IN_TRANSIT_TO,0,42.29995886,-71.114596,2019-11-02T18:01:53-04:00,5,18
y1603,IN_TRANSIT_TO,0,42.28451,-71.16973,2019-11-02T18:01:25-04:00,5,18
y1694,IN_TRANSIT_TO,1,42.28552639,-71.1291105,2019-11-02T18:01:44-04:00,5,18
y1869,IN_TRANSIT_TO,1,42.34492189,-71.07015886,2019-11-02T18:01:53-04:00,5,18
y1853,IN_TRANSIT_TO,1,42.33495063,-71.07157572,2019-11-02T18:01:52-04:00,5,18
y1848,IN_TRANSIT_TO,0,42.36454699,-71.102940009,2019-11-02T18:01:52-04:00,5,18
y1838,IN_TRANSIT_TO,0,42.33125653,-71.08253216,2019-11-02T18:01:50-04:00,5,18
y1834,IN_TRANSIT_TO,0,42.3654068,-71.104093399,2019-11-02T18:01:51-04:00,5,18
y1447,IN_TRANSIT_TO,1,42.494276879,-71.276368369,2019-11-02T18:01:52-04:00,5,18
y1407,IN_TRANSIT_TO,1,42.397259473,-71.141147017,2019-11-02T18:01:33-04:00,5,18
y1893,IN_TRANSIT_TO,0,42.35832458,-71.12666651,2019-11-02T18:01:52-04:00,5,18
y1892,IN_TRANSIT_TO,0,42.37529,-71.11908,2019-11-02T18:01:13-04:00,5,18
y1857,IN_TRANSIT_TO,1,42.35301,-71.1325,2019-11-02T18:01:19-04:00,5,18
y1851,IN_TRANSIT_TO,1,42.33608818,-71.12061674,2019-11-02T18:01:53-04:00,5,18
y1841,IN_TRANSIT_TO,0,42.33811943,-71.12143204,2019-11-02T18:01:53-04:00,5,18
y1773,IN_TRANSIT_TO,0,42.332860699,-71.10109761,2019-11-02T18:01:51-04:00,5,18
y1756,IN_TRANSIT_TO,1,42.33190877,-71.11810065,2019-11-02T18:01:53-04:00,5,18
y1729,IN_TRANSIT_TO,1,42.36940492,-71.12280982,2019-11-02T18:01:42-04:00,5,18
y1414,IN_TRANSIT_TO,1,42.36157,-71.09796,2019-11-02T18:01:43-04:00,5,18
y0733,IN_TRANSIT_TO,1,42.37283264,-71.09471734,2019-11-02T18:01:49-04:00,5,18
y0729,IN_TRANSIT_TO,0,42.37284599,-71.11992342,2019-11-02T18:01:49-04:00,5,18
y1917,IN_TRANSIT_TO,0,42.36551,-71.18564,2019-11-02T18:01:48-04:00,5,18
y0705,IN_TRANSIT_TO,1,42.37104301,-71.158119729,2019-11-02T18:01:39-04:00,5,18
