subawardee_duns
66630302
363459905
138258038
138258038
602352924
602352924
876443623
138258038
602352924
602352924
876443623
138258038
76593722
34889009
47006379
603847393
967376492
73130411
859038937
56369218
859038937
621513451
76580745
76580745
76580745
47006379
76580745
76580745
790935717
604483045
780115119
828170022
30811269
39322250
780115119
188985071
157271578
47006379
1050152
621417633
153926712
930469614
56369218
195057666
46353892
76580745
47006379
76580745
76580745
76580745
76580745
110907578
5175687
164375326
46023277
149617367
363459905
604483045
956072490
121615538
125356600
82359691
73130411
99701018
195057666
195057666
930469614
195057666
195057666
80330186
604483045
195057666
43397520
56369218
88516463
868532131
5175687
164375326
101748056
603847393
868532131
121615538
76574078
77313794
19716729
136789562
76580745
76580745
76580745
76580745
47006379
76580745
76580745
76580745
3676269
147830830
58614483
88528245
623544785
783487218
5175687
164375326
827982005
157271578
610547130
101295041
34889009
72366156
5175687
362291416
43397520
56369218
39318308
30811269
30811269
967376492
967376492
604483045
39322250
73130411
603847393
149617367
101295041
610547130
616845814
55986020
101163731
618387484
157271578
43397520
145375908
145375908
807866421
195057666
56369218
39322250
121615538
30811269
77313794
80688749
101163731
618387484
43397520
43397520
54671359
195057666
616845814
19716729
116903315
188440317
618387484
97447148
621513451
808008122
191024152
66630302
859038937
112947395
967376492
195057666
39318308
956098297
618387484
43397520
43397520
101163731
55986020
73130411
147830830
876443623
112947395
138258038
138258038
876443623
602352924
602352924
39322250
828154075
930469614
930469614
73130411
195057666
99701018
56369218
195057666
930469614
621513451
66586132
363459905
66630302
3676269
39322250
825136117
66630302
363459905
66630302
363459905
138258038
138258038
876443623
602352924
878528751
1050152
101163731
30811269
30811269
43397520
19716729
47006379
76593722
164375326
157271578
112947395
43397520
101163731
618387484
43397520
15922699
5175687
66630302
94078958
157271578
602352924
138258038
138258038
602352924
876443623
19716729
56369218
121615538
10983114
150685808
145375908
145375908
145375908
145375908
145375908
825136117
783487218
969941806
957092125
112947395
5364745
88516463
1050152
188440317
43397520
967376492
121615538
43397520
3676269
43397520
72366156
76580745
76580745
76580745
76580745
76580745
76580745
76580745
47006379
128604753
66630302
1050152
157271578
76593722
178678863
616845814
149617367
76580745
47006379
76580745
76580745
76580745
76580745
79298539
94078958
157271578
157271578
31678766
42365952
39322250
30811269
827982005
19716729
19716729
56369218
39318308
195057666
602352924
876443623
138258038
138258038
195057666
30811269
171219913
125356600
71721328
956098297
828154075
72366156
195057666
195057666
602352924
138258038
876443623
138258038
602352924
79298539
930469614
43397520
76596774
147830830
101163731
66630302
54671359
859038937
66630302
153926712
56369218
71723621
66630302
801313131
19716729
786263863
55990261
191752310
42365952
55986020
969824213
125103460
138258038
138258038
876443623
602352924
602352924
138258038
876443623
138258038
859038937
616845814
5175687
5175687
72366156
19716729
19716729
30811269
55990261
121524099
967376492
149617367
73130411
26888361
790935717
34889009
58614483
55986020
616845814
46353892
147830830
157271578
807866421
78889869
76593722
2608839
616845814
621513451
825136117
49435266
956098297
868532131
602352924
876443623
138258038
138258038
11364531
603847393
76593722
101163731
66630302
363459905
178678863
868532131
56369218
618387484
43397520
825136117
868532131
34889009
616845814
76580745
76580745
76580745
76580745
47006379
76580745
827982005
66630302
9182267
30811269
791855323
147830830
618387484
930469614
195057666
604483045
956072490
956098297
34889009
30811269
10205198
178678863
195057666
147830830
30811269
16174314
868532131
602352924
138258038
602352924
876443623
138258038
168565658
363459905
5175687
5175687
859038937
15194475
110907578
97447148
19716729
19716729
145375908
145375908
859038937
30811269
39322250
618387484
618387484
30811269
34889009
603847393
195057666
88516463
43397520
94078958
195057666
78889869
39322250
616685855
178678863
6951552
101295041
610547130
47006379
76580745
76580745
76580745
3676269
30811269
876443623
138258038
138258038
602352924
101161065
138258038
138258038
602352924
602352924
876443623
46353892
79298539
602352924
138258038
876443623
138258038
153926712
1050152
1050152
616845814
1408673
182826909
71723621
19716729
19716729
138258038
138258038
876443623
602352924
969824213
835002762
859038937
191024152
94078958
66630302
363459905
30811269
195057666
138258038
602352924
876443623
138258038
967376492
878528751
878528751
956098297
147830830
76593722
94078958
39322250
3676269
1425594
859038937
66630302
138258038
876443623
602352924
602352924
138258038
76593722
1425594
88516463
1408673
3676269
191752310
30811269
73130411
76593722
112947395
147830830
623544785
80450555
956098297
879936417
145375908
76593722
125356600
5492160
54671359
147830830
969941806
969941806
112038885
157271578
618387484
43397520
43397520
101163731
66630302
930469614
76580745
76580745
76580745
47006379
76580745
76580745
825136117
147830830
942091856
21711123
39322250
145375908
47006379
126940738
79238821
134465322
149617367
34889009
43397520
43397520
145375908
145375908
145375908
145375908
145375908
145375908
145375908
145375908
145375908
46023277
39322250
138258038
602352924
876443623
138258038
145375908
43397520
30811269
859038937
956098297
157271578
603847393
157271578
1425594
30811269
30811269
30811269
145375908
145375908
145375908
825136117
73134835
153926712
967026857
956098297
195057666
56369218
930469614
859038937
66630302
967376492
73824922
76593722
603847393
71723621
623544785
47006379
76580745
76580745
76580745
76580745
76580745
125333963
43397520
39322250
616845814
55986020
930469614
76593722
71723621
93291644
150685808
859038937
66630302
30811269
94078958
39322250
54671359
878528751
30000835
47006379
88528245
58614483
178678863
76580745
76580745
76580745
76580745
47006379
76580745
34889009
807942800
145375908
55363428
859038937
968244228
364179312
85282189
967026857
97447148
30811269
101295041
39322250
94078958
154152102
195057666
129138421
188985071
1425594
30811269
66630302
363459905
149617367
47006379
73134835
66630302
876443623
138258038
138258038
602352924
195057666
878528751
134465322
784248986
112947395
967376492
969824213
969824213
157271578
157271578
623544785
76580745
76580745
112038885
157271578
809423424
47006379
47006379
138258038
859038937
66630302
138258038
138258038
602352924
876443623
195057666
195057666
11364531
968244228
859038937
603847393
76580745
76580745
47006379
76580745
76580745
76580745
76580745
76580745
76580745
76580745
47006379
76580745
76580745
76580745
603847393
1050152
76593722
147830830
54671359
182826909
76593722
157271578
157271578
178678863
6951552
602352924
138258038
138258038
602352924
876443623
603749321
30811269
30811269
66630302
859038937
79966617
603847393
786263863
621513451
623544785
54552435
5364745
138258038
876443623
138258038
602352924
47152694
603847393
30811269
30811269
30811269
112947395
930469614
19716729
76580745
76580745
47006379
76580745
76580745
76580745
76580745
76580745
94078958
9182267
195057666
129138421
195057666
66630302
808008122
47006379
43397520
55019997
79532263
39318308
39318308
145375908
145375908
967376492
195057666
147830830
54671359
93291644
616845814
962259367
129138421
147830830
78318558
39322250
97447148
138258038
876443623
602352924
138258038
42365952
39322250
956072490
604483045
94078958
30811269
46353892
5175687
930469614
79532263
54671359
147830830
76580745
76580745
76580745
76580745
76580745
47006379
3676269
157271578
175749431
616845814
55986020
