,Unnamed: 0,objectid,mapc_id,muni_id,muni,parloc_id,poly_typ,map_num,mappar_id,loc_id_cnt,land_value,bldg_value,othr_value,total_value,ls_price,ls_date,bldg_area,res_area,luc_1,luc_2,luc_adj_1,luc_adj_2,num_units,units_est,units_src,num_rooms,yr_built,site_addr,addr_str,addr_num,addr_zip,owner_name,owner_addr,owner_city,owner_stat,owner_zip,fy,lot_areaft,far,pct_imperv,pct_bldg,pct_pave,landv_pac,bldgv_psf,totv_pac,bldlnd_rat,sqm_imperv,sqm_bldg,sqm_pave,realesttyp,temp,shape
4218,996996,747048,1371268,270,Shirley,F_617274_3040211,FEE,90A,90 A 1,1,46300,0,0,46300,127800,20110211,0,0,911,911,911,911,0,1,loc_idcn,0,0,0  LONGLEY RD,LONGLEY RD,0,1464,"MASSACHUSETTS, COMM OF",251 CAUSEWAY ST SUITE 400,BOSTON,MA,02114-2150,2019,1007565.18,0,0,0,0,2001.684893,-0.9999,2001.684893,0,-0.9999,-0.9999,0,12,,5400000008000000080010006A6900003C0301010100000093EDA3E4AF1595FB8784A711FC8E12BE800FBEC16D92BECB02CED6A502DABA70C2E767DCC91EC8B36AF8C8D101B4F4AF02FCD9BA01A2C86C9AE7C001
4219,996997,747049,1371269,270,Shirley,F_617149_3040602,FEE,90A,90 A 2,1,69500,0,0,69500,127800,20110211,0,0,911,911,911,911,0,1,loc_idcn,0,0,0  LONGLEY RD,LONGLEY RD,0,1464,"MASSACHUSETTS, COMM OF",251 CAUSEWAY ST SUITE 400,BOSTON,MA,02114-2150,2019,1616668.869,0,0,0,0,1872.628377,-0.9999,1872.628377,0,-0.9999,-0.9999,0,12,,B900000019000000080010006A690000A10201010100000087D087E7AF159BB19E87A711EA95D601B2A473EAED77FCC608A83B82B0A902DEAE93019CAF148ABF18CAE3F2019EC720ECF450DA9A8E01C4F41AA81CD081B00194E707DAA1468ED6A5029ABA70FEC16DD2BECB02BC8E12FE800FB28348E4D53B92E35BBEF32686E220A0D61EB4903A90986AB2BE07B6E91BEA7BBEC015B0ED06AA9E1A90B1149CCE32B0AA0F8E8926A0B819B6AC1FB48606B8A42BAABC1486B633
4220,997006,747059,1371279,270,Shirley,F_615826_3040370,FEE,91B,91 B 1,1,266300,0,0,266300,250000,20110113,0,0,911,911,911,911,0,1,loc_idcn,0,0,0  TOWNSEND RD,TOWNSEND RD,0,1464,"MASSACHUSETTS, COMM. OF",251 CAUSEWAY ST SUITE 400,BOSTON,MA,2114,2019,3413096.128,0,0.0246207,0,0,3398.68189,-0.9999,3398.68189,0,78.06899125,-0.9999,0,12,,350200005C000000080010006A6900009D0801010100000081AD85E3AF15BDAFB78BA711C6E77CA6AA06FCA027E6D5B201EAA09602CCFB0FD4AB7CDCB9029E08F4A803BC37FCB808B24AF4B708A85DD4B6088010C099019CF74988D6039AB315EAA6B801D8934AC4DA03AEBB06FCAA4B90DB08C2CA5D9E40DCCD0A8AC703C6F08B01ACE605DCCB308C9103C88C1E949B01ECB10B9C76F492079A8601E89007929601C88E078AA601D68B07BEB501D68807AEC501C085079AD501DC810782E501E4FD06A8F401DCF906848402C0F506A09302D8F006B4A202DAEB0684B202CCE6068CC102EEE0068ED002C0DB068CDF02C0D50680EE02EECE06A6F111E6B423A08D23C8C53A96C302EAE80386FB01CE8C038CF401E2900388ED01F0940382E601F49803B8DE01F09C03A8D701E6A00396D001D2A403BEC801F8A703A2C101D4AB0382BA01E6AE03A0B201F4B103BAAA01F6B40390A301F2B703A49B01E2BA03B49301CCBD03808C01EEBF038C8401C4C203947CD6C4039874DAC6038251FAFE039C31FEE802882BF0E902B624DEEA029E1EC2EB028A18E2EB02B211FAEB029E0BC8EC028405D2EC02D001D6EC02E807D0EC02C00EC2EC02D614F2EB02EA1AD6EB02C221F4EA02D627CEEA02EA2DDCE902F41FF4DC01BAAA66F4E34E8483DA01E2F689019A813EAEA26DB6A020A6EB38A6B921AEF83AF4F4AF02BCD9BA0188B36AB8C8D101D0DA0598D2810296BD65AE99139A9A8E0184F41ADEC720ACF450CABF188AE3F201F66BB0AC08880DAAC066CECE20B4D301
4221,997010,747063,1371283,270,Shirley,F_613349_3040946,FEE,92A,92 A 3,1,110800,0,0,110800,202000,19950629,0,0,911,911,911,911,0,1,loc_idcn,0,0,0  TOWNSEND RD,TOWNSEND RD,0,1464,"MASSACHUSETTS, COMM. OF",251 CAUSEWAY ST SUITE 400,BOSTON,MA,02114-2150,2019,2883932.449,0,0.00231227,0,0,1673.564858,-0.9999,1673.564858,0,6.19518463,-0.9999,0,12,,D20600002D010000080010006A690000BA1A010101000000A58C81D9AF1595DF898DA711E09C02EEB739E4ED9901C0ED1AEA911690BE04DA8701869805E642B2F402C63CB8F502E235B8F602C02FB0F702DC28A0F802F6218AF902D21BACF902CE17AEFD03EA0888E302DC028EE302B0038EE302BE0986E3028A10B6E2029616A2E202A21C86E202AE22A2E102B828B8E002802F86E00288C10680F21DF038E00BFC38E20AF8E111C4F702C2878301DA8309FAD73CF0D2850182BA9301F8E718E6C41DE4FE4FCEBF1EE8CA52E89811E8C72ED8AC0FFAC729B675E4A20296B401F89D03A668EC9102AC72FEF202983EC8EA01945FD0BE04B249C0C202A050C29302A6A301C88D03868801D4C1028C5BC08B02888601E092039679C0C4029A7BC0F902847CD4F4028647EC9102946BC685039E52FC8402888801DA84038E9C01EEFD02A8B301DA9C0288D501F6FA0194B202E4F102B08A03C6C603ACBD02D68603A8F201C8DA02889201F8FA01B2CF01FEC1028E9E01E0AC02A6A903DEFC09B42FC6689AB801DAA904BE9601CCD1059667FEC804B443DCF2038A0AEAED029A26E29F05900CE2D005BA49FAEF049E8B01E4D103B48402F0AA048CE302D0AD03BCE907E285089A8B06F4E70580BD04CAC404BEFD03F4A1039CE204CABD028AB205DC8502AEDB04FEE501BE8F06DEF70294BE03D0C70282C703FCB1038CD901F8E402B2C701FCDE03909C01D6E203B074CEF1049055C4A004EE3EE2ED06D260F08205CE5CD28E06D215F4A804BA12D4D803EE09CC9704860EF0A505B608C2F702C019C0F605F408D4C603E60CCECA03842BC8DD048478C8F503ACA701F0DB0494AC01CED603AAEE01FCDA039EC801EEB803B6D901EC8103A4D801EEEF03B69602C2EF03B8E703EEF903B0D302DAEB01ACDC02DEDE0184FF03CCA5028CEB03E0BA029AD802FEA801889C03F88802AA8C04E0BA02989505CEC902B0DF05EAD80294CC04DAB002AC8C04C2DC028EE902D89E02B6A803F6B502A8C104E2FB02AC9204ECEE01968B03E6D6019CDE03C0EC01B4A404E89702A0B504D2E501849804C6C9019ADE04D096028AE903E28502989304E28B0292CC05E49702889903F899018868CC279EAF04D8890190CA04CA32BAD605C803A89A05944DA4F1079CEA01A288049A5DA0980784B401A09406A4A00186A50A94B602A0CD05988401AEDD02B645B8D405BE74A8EB06AA429EC105B42F8A8B06923DA6E506827D90D604828701A2CF04889B01B2BC0498BF019EBD038CAB01B68B04A2D901B6B802A2B401BA8502A8C0019CEC019CD7019E880384D703868D03A6DC04AC5F8E9303BEDE019EEA0384F301A48C03ACAE0286DF0384F7028AE30394B5048ADB03A6EF05B8F3029693029255A69604B639AE9C05C0F4019A9505FCF003A2A504EEFD03B8DF03C6B204A8EA02D4A104B6CD02EA8605AA2DC08901AC8001CE8203A8DA01FAAA058A8201FCF704A48D01F08C059CFD01FCFF04B0BD02CCF104A6E601CCD00388C301D8A104A0C202C2F805B2BD02F4D505AAA903F0860686C902D0DE03AAB102D6B903B49003C0A20494F502EEF70392F302EAFF0292B209F8B109A8E00ED6AF10ACC305FEE004948703CCD1018CB003E29D01A8CF04F29201A2BF038833B8FB02B60CAED9019832AC9E028EE801A69C02BCC4038C8D01B6AA048A448EE504D41880FC04F80CA48204D05584A00496139ED102A64B9CC90282A2019CCB028CCA0294930398A903A4E70184E50280589AF604865C98AD04B874A68803A44488C20498C3019EB70382C401BAE8048AEF028CD604B4F102B4E905B09603A8B106B88C04BAEE05B4D303A0D70490FB02BCA30482E1028EAB06BEE703968206B09203ACFD04A8BD03B2970586CD03B8A5058A8E0480C004B0840492E0028CEB0398B502BECA03ACE10186F7029EC7028AE50394E802BABE039CBB0284EF02A68E02ACFD01909F048AC002BCD603BCB5019C8607B456A48C05900C86FF07D28D01ACA205CCA80188E904EAEC01829205D0820386D305EA9C058ED704CA8407BCDB02EA8805BA8E02D4D506AE66F09005948E01FCB507B272E08506AA66E68A0480A501E2EE04BCA001C0E303ACAF02C6AC0492A403C8A60580B503F6F30496FF02F4D203BCA804FE8D05A0D607C6A908B4A405E4E9038ADD03E6FB02869402FAD301BEFF09CCC508BEFF05F4CC04AED305D6B30496C604D4BF0398CE06CA8305AA8203E8930280D103CEA20192C202E6379EB103FE0D949F049C980184B0039ED3019EF4018EEE01B2A601A8C401B0A401A2B60190D60286C00288F902BEA702B68204BA9C0186B003DE08B0A804FE75808104C8F40198F606E8C40594F317BE892CD0F19001AE86588EC027ACD7E501E6F074A8D348F8C9548ED52EFEED419EBD2CA4ED5FB8ADAC01A2830F86C659E8D7788ABD18E09266B4DB14
4222,997055,747107,1371327,270,Shirley,F_611690_3041976,FEE,94B,94 B 2,1,6400,0,0,6400,30000,19980624,0,0,911,911,911,911,0,1,loc_idcn,0,0,0  GROTON RD,GROTON RD,0,1464,DEPARTMENT OF FISHERIES &,100 CAMBRIDGE ST,BOSTON,MA,2202,2019,268952.5077,0,0,0,0,1036.554752,-0.9999,1036.554752,0,-0.9999,-0.9999,0,12,,8800000012000000080010006A690000B001010101000000A7D8D3D3AF15859ACC8CA711ECD71C80B20696DE0AFECB4CFEB801EAD305E8B50DEAD822B2A706E8BE02AA0AD4C301BC72D6B91090EC0CDEA2EB019C09E6AC019EA101E08D17B4C43ECEEF0996B80C8EE569BAB904A2EE2592DB0BB2CD63B09E09B2C94E8AF907B4C943F6FE608E980B
4223,997056,747108,1371328,270,Shirley,F_612026_3042189,FEE,94B,94 B 3,1,44700,0,0,44700,30000,19980624,0,0,921,921,921,921,0,1,loc_idcn,0,0,0  GROTON RD,GROTON RD,0,1464,DEPARMENT OF FISHERIES &,100 CAMBRIDGE STREET,BOSTON,MA,2202,2019,422703.3594,0,0.06184175,0,0,4606.379289,-0.9999,4606.379289,0,24.28550996,-0.9999,0,12,,8900000012000000080010006A690000B101010101000000A3EAD7D4AF1597BBF08CA711FE9E6794E34CC8E706CA8F03D6D301F660FC5AF6FD1FFA9701DEB635EAC512D2E017B6FE60CE980BCAF907F4C943F09E09F2C94ED2DB0BF2CD63B4C351F0F00BBA8F51CCE90BBCA20896811892E80DBC8B28A2EF1A9AFE4DA6A5159CE63DF2EDA801AC8271
4224,997064,747116,1371336,270,Shirley,F_612515_3041917,FEE,94B,94 B 9,1,4300,0,0,4300,30000,19980624,0,0,911,911,911,911,0,1,loc_idcn,0,0,0  GROTON RD,GROTON RD,0,1464,DEPARMENT OF FISHERIES &,100 CAMBRIDGE STREET,BOSTON,MA,2202,2019,260225.3637,0,0,0,0,719.7914813,-0.9999,719.7914813,0,-0.9999,-0.9999,0,12,,720000000E000000080010006A6900009A01010101000000A3C9B7D6AF1585F8EB89A71198AC0FBAC729A89811A8C72E8EBF1EA8CA52A6C41DA4FE4FC2BA9301B8E718E6A515DCE63DE2EF1ADAFE4DD2E80DFC8B28FCA208D68118F4B503FE9D0A86B77DDCB241A2B001C25CB0DF01BEDD04
4225,997152,747202,1371422,270,Shirley,F_621877_3041530,FEE,99B,99 B 1,1,307600,0,0,307600,100000,19950613,0,0,911,911,911,911,0,1,loc_idcn,0,0,0  LAWTON RD,LAWTON RD,0,1464,"MASSACHUSETTS, COMM. OF",251 CAUSEWAY ST SUITE 400,BOSTON,MA,02114-2150,2019,295418.6862,0,0.09423771,0,0,45356.15594,-0.9999,45356.15594,0,25.86380438,-0.9999,0,12,,A201000041000000080010006A6900008A06010101000000A7C8D1F0AF158FB5DD8AA711CAB747A8CA069EF303EAAF059AFF06FCAD098C9407C89E09AAA807FC8D09BABC07DAFD08B2D007E4EC089AE407D4DB08ACD21AEAA21D9C9115C48016BAAA06F8EE069ABE03F8FB039EB503E883049AAC03CA8B048EA303E49204B89903F299049C9003F8A004B88603F2A7048AFD02E0AE0498F302C4B5049EE902DEBB049ADF02EEC10494D502EEC70482CB02E8CD04AEC002D2D30492B602F4D804AEAB02C8DE0488A102D0E30498A502D0EB048CEB01C68A0482E201C68E04B6D801FE9104A2CF01EA95048EC601CC9904B2BC01E69C0494B301F49F04B4A901F6A20490A001EEA504A89601DCA804BE8C01FEAA04908301D6AD04A079E4AF04BCA404FAFD12B8969701BC8A43DA980A8EC403EC9B0A92B609D0A00898C80CF0A4069EDA0FECC90392D316CCC901B29A0AE0FB01828409CC970CA2E809E8BB0792B609E4DB0494FF0AF2AD0296FF0AF0A4068ADF0DEE9B0AAC8807C4E00298C80CA66484CD0AAEC202ACD60DCAA30CB29001E8FC069252CEDE3BAAC005E8A85C82C108
4226,997190,747242,1371462,270,Shirley,F_622298_3034188,FEE,48A,48 A 2,1,300,0,0,300,0,20100405,0,0,911,911,911,911,0,1,loc_idcn,0,0,0  HAZEN RD,HAZEN RD,0,1464,"MASSACHUSETTS, COMM. OF",251 CAUSEWAY ST SUITE 400,BOSTON,MA,02114-2150,2019,13710.69928,0,0.11241016,0,0,953.1242526,-0.9999,953.1242526,0,1.4318414,-0.9999,0,12,,BB0000001B000000080010006A690000A3020101010000008BAD91F2AF1589CCA4F4A61180DD03AC66AEB907B4DE01A4DE0188389EE703B87AAAEF019C3C929B0AAAE602B2E553BAC61984F412A6BF09DC8305AAFB09C29306FADB01F8B208EE9001E8BB0BD6A501D0960AEE9001DED305EECA02CCE007C6AE04CAA606C6F402FAAA0AEECA02F6B607D8E301F6F806DA9D03CE9E08DCDB03CC9E08F28005E2CB07F4FC05D0960AF8F407D89C06CC8E04CAE902E8EE01CCCE02FC77
4227,997224,747278,1374830,307,Walpole,F_714248_2863323,FEE,55,55-99,1,229500,477100,58500,765100,0,,12324,0,912I,912I,912,912,1,1,units_nu,0,1950,MAIN ST,MAIN ST,,,COMMONWEALTH OF MASSACHUSETTS,P.O. BOX 9655,BOSTON,MA,2114,2019,191333.7809,0.064411,32.76167731,4.45117376,28.31050355,52249.11124,38.71308017,174186.4706,2.33376906,5823.546133,791.2176017,5032.328531,12,,BC0000001A000000080010006A690000A402010101000000A3C6E8FDB115818ABB84A311D6E33AA4BF31FEF001D6A305C2AA30ECF28801B6F48601D49A30A4EB19AAD54898B879DEB1669C8F64F0C14DBAF141F4C603BEFE4BACBA01E8F511828D0AD6DD228AF609ECA014A2F202C0B713DEA302F0A81CC29505DEED08909F07F8D932AEFC26FAB43880832CEED830A0FF25EECF13B0A70FCA8318B6DF12EE8C03A4B502E0A510BCDB0DFEA418BCB914D4FE01B6D501C0CA28BA9522
4229,997878,747933,1375485,307,Walpole,F_711584_2867687,FEE,44,Oct-44,1,197000,0,0,197000,0,,0,0,912V,912V,912,912,0,1,loc_idcn,0,0,WINTER ST,WINTER ST,,,COMMONWEALTH OF MASSACHUSETTS,P.O. BOX 9655,BOSTON,MA,2114,2019,86329.9637,0,0,0,0,99401.40864,-0.9999,99401.40864,0,-0.9999,-0.9999,0,12,,5700000009000000080010006A6900003F01010101000000B3DBAEF6B115A1EAA691A311C6B50F98C708DE861CA0B50EDC971E80AF109CCF2ACE92B001828441D4FE9B01E09B10A2E8AD01FAF01EB0D54DBC8B0D98A629
4230,998036,748089,1375641,307,Walpole,F_714335_2874541,FEE,39,39-16,1,4500,0,0,4500,0,,0,0,975V,975V,975,975,0,1,loc_idcn,0,0,WEST ST,WEST ST,,,M B T A,50 HIGH STREET ROOM 501,BOSTON,MA,2110,2019,6575.341756,0,5.34451116,0,0,29811.37822,-0.9999,29811.37822,0,32.64796053,-0.9999,0,12,,710000000E000000080010006A690000990101010100000081C4C9FFB115A1BC95A5A311A807B6B902C4F974D49740D2F55FF4FB33CADE7FECB74094B801CCA902BC82059EC102A6852188DF108CD0249CB51292B83492C11A80C13196B81B9C9D2EAE8E19A4BE069CC403A4DE6D96973C
4231,998196,748249,1375801,307,Walpole,F_712000_2867420,FEE,44,Sep-44,1,1028100,0,0,1028100,0,,0,0,912V,912V,912,912,0,1,loc_idcn,0,0,WINTER ST,WINTER ST,,,COMMONWEALTH OF MASSACHUSETTS,P.O. BOX 9655,BOSTON,MA,2114,2019,455283.8377,0,0,0,0,98365.09072,-0.9999,98365.09072,0,-0.9999,-0.9999,0,12,,790000000F000000080010006A690000A101010101000000A79AE2F8B115A3B0DA8FA311C6B5138ED60DF8D83688CA25FEDE35BAE426E0A32D9CAC1FFE850FA0B50AECE73292BB20ECFC2AB6F919C2C419AA9D0EFC8B0DD8A629BAF01EF0D54DA09B10E2E8AD019C9D0CEEAB1D90868102CC6AAA9A04A6C076
4235,998782,748837,1376389,307,Walpole,F_720180_2881847,FEE,24,24-47,1,1100,0,0,1100,23000000,20150618,0,0,929V,929V,929,929,0,1,loc_idcn,0,0,ELM ST,ELM ST,,,MASS DEPT OF TRANSPORTATION,10 PARK PLAZA,BOSTON,MA,2116,2019,17168.86012,0,0,0,0,2790.866702,-0.9999,2790.866702,0,-0.9999,-0.9999,0,12,,3E00000005000000080010006A6900002601010101000000AFEFD38FB21583B896B9A311E4E46390948F01F68B08C4AD0BB8DE5FEAE68B01A2910C9EFF07
4259,1002711,752739,1380291,307,Walpole,F_721012_2880681,FEE,25,25-293,1,1600,0,0,1600,23000000,20150618,0,0,929V,929V,929,929,0,1,loc_idcn,0,0,ELM ST,ELM ST,,,MASS DEPT OF TRANSPORTATION,10 PARK PLAZA,BOSTON,MA,2116,2019,19597.16071,0,0.31474677,0,0,3556.433559,-0.9999,3556.433559,0,5.7303899,-0.9999,0,12,,1201000029000000080010006A690000BA03010101000000BD8D9292B215BDF69AB5A311E2AC0F809527C4CD0CB6F91DE8910D86D61DCED60D92BE1DC6950EA49A1DF8D50EB2821DC2980FA4DE1CF6D80FB8AF1CF49410A6971CC6D61098F41BE89111ACCF1BDED01180A11BDAB802E86BC49802D05FA69412E0A31CB08E11D2C41B98D010FEE71BA88E10EC8B1CA6D30FDAAF1CBA900FC8D31CBED30EF8F61CB0910EEA8E1D8CCD0DD8B21DB28E0DCCCA1D8CCA0CFCED1DBCF016EAB43AB0C40AE2D91EA4820AFAF01EAEB809EC881F80F708E0A01FA4AF08DAAC1FA4AF08F4F9219EC102F88E01C0F7089AA926FCFF0794B81FD8C7089AAC1FFE8B09A6941FF28813B6DB3BF8CC0682EB10E6800180C102
4266,1004255,754280,1381832,307,Walpole,F_718715_2884046,FEE,16,16-36,1,1900,0,0,1900,23000000,20150618,0,0,929V,929V,929,929,0,1,loc_idcn,0,0,ELM ST,ELM ST,,,MASS DEPT OF TRANSPORTATION,10 PARK PLAZA,BOSTON,MA,2116,2019,40878.90231,0,39.63755751,0,0,2024.614051,-0.9999,2024.614051,0,1505.344323,-0.9999,0,12,,B400000019000000080010006A6900009C020101010000008985A08CB215ADE5A7BEA311DCEB0B8E9112F6C33196C74CD4A32798973CDABE1E86CA29F8F91590C41BCCD611B4C614FA8E1BB6B51ED8A02286D023F4E42596AC27FCE7308EB532F6ED07FA82098C912BD8A62DBCA90DFCF90D82AF10FCF610A8CA21CEC122B2F01DDCE81FBADE0EC6A611BAAC0EC2EB10B4ED18C4D91E94C413DAB219A4B810C0E817A4FF0CC2E8138AAC50F4A5758A8307AAA902
4269,1004706,754729,1382281,307,Walpole,F_730200_2885615,FEE,19,19-47-1,1,11300,0,0,11300,0,,0,0,975V,975V,975,975,0,1,loc_idcn,0,0,MYLOD ST,MYLOD ST,,,M B T A,50 HIGH ST RM 501,BOSTON,MA,2110,2019,34728.37126,0,0.08138208,0,0,14173.65635,-0.9999,14173.65635,0,2.62568697,-0.9999,0,12,,6B0000000D000000080010006A69000093010101010000009FDEA7ADB215A3F1CEC5A3119AD617949619C2CD039671FE8E029C47C08F029C47E08E029C47C08F029C47E098029C47F092A402E088C402868001DCE60988DA920190809C01A6977AA0AE8701A2EB0C96D30D
4270,1005753,757857,1385420,322,West Bridgewater,F_779915_2837608,FEE,22,22 007,1,48700,0,0,48700,1,20100621,0,0,911,911,911,911,0,1,loc_idcn,0,0,0 REAR SPRING ST,SPRING ST,0,2379,COMMONWEALTH OF MASSACHUSETTS,251 CAUSEWAY ST,BOSTON,MA,2114,2017,338660.1539,0,0,0,0,6264.014162,-0.9999,6264.014162,0,-0.9999,-0.9999,0,12,,4B00000007000000080010006A69000033012E0101000000B5B6FFBCB315AD9582B8A21196F85BBC8147EE823B8CB9F401F6E59C01CEA66184D227CE8BC601A4AC0CF2D93DA6F14786D029
